,WS,WH,WP
0,11.019509648480437,7.691518783569336,13.345169067382812
1,10.95319998014624,6.3243889808654785,16.563392639160156
2,11.057527370266751,3.5059916973114014,13.972620964050293
3,10.946510023950315,2.2137560844421387,11.002280235290527
4,10.955348201374104,2.380399703979492,12.97259521484375
5,11.05186753223847,3.238084316253662,7.784556865692139
6,10.904513403774175,3.1712093353271484,8.238591194152832
7,10.915857395578898,1.7351655960083008,12.516561508178711
8,10.946208899777721,1.9802377223968506,12.265931129455566
9,10.979906700183598,1.8194386959075928,6.511661052703857
10,10.927481781286959,1.7908945083618164,6.452438831329346
11,11.003444169847624,1.6610865592956543,6.231293678283691
12,11.056885273586209,1.621260643005371,6.246536731719971
13,10.911738162481333,1.5777647495269775,5.221522808074951
14,11.044285610407407,1.662717580795288,14.424656867980957
15,10.949762028312893,1.6163673400878906,14.345943450927734
16,10.909028698938837,1.5682499408721924,9.816843032836914
17,11.087079349938945,1.8459441661834717,13.225475311279297
18,11.029845980892024,1.6359405517578125,12.376877784729004
19,10.907962031115614,2.498246431350708,10.663440704345703
20,11.095740333102855,2.5719175338745117,10.399316787719727
21,10.96992466832308,2.545412302017212,10.312357902526855
22,10.93782195192767,3.3802614212036133,12.094012260437012
23,10.909608705712605,3.1907825469970703,12.132743835449219
24,10.958573445293343,1.8617112636566162,11.01252555847168
25,11.05779464468582,2.762755870819092,12.061777114868164
26,10.914924772278075,2.077831506729126,11.813895225524902
27,11.000367944960896,0.8893065452575684,10.49701976776123
28,10.926330727973612,3.4616804122924805,10.176671981811523
29,10.985039669650135,2.3369038105010986,12.451092720031738
30,10.90242343575654,1.2901482582092285,9.607192039489746
31,10.922432511867843,1.867556095123291,7.374001979827881
32,10.998452288781577,1.9883930683135986,8.99448299407959
33,10.991991753516992,1.9038479328155518,11.147711753845215
34,11.06344801439993,1.7516124248504639,11.069997787475586
35,10.976987938503465,0.6349916458129883,9.177145957946777
36,10.944035487484053,0.628331184387207,9.257108688354492
37,10.969268735648946,0.7701005935668945,3.976863384246826
38,11.076740713401026,1.4215874671936035,9.885560035705566
39,11.054451558197144,1.3982083797454834,9.866069793701172
40,10.958441826126618,0.7437310218811035,8.438746452331543
41,11.061439027442328,0.5834760665893555,7.858272075653076
42,11.0376601941221,0.5736894607543945,7.795801639556885
43,10.959186728386245,0.5655341148376465,7.736080169677734
44,10.922708624228658,0.552485466003418,7.619884967803955
45,11.089182159029361,1.1107277870178223,10.474030494689941
46,11.056225530106891,1.329566478729248,9.434524536132812
47,11.071530029790122,1.1689033508300781,8.837806701660156
48,11.094236758884628,0.9308993816375732,4.627804756164551
49,11.071565669803244,1.1531362533569336,6.0668721199035645
50,10.906373218999418,1.148514747619629,6.672584533691406
51,10.999754761461201,1.0203378200531006,8.280571937561035
52,10.918088750912617,1.1861658096313477,5.37919807434082
53,11.041083518672655,1.4077229499816895,8.245838165283203
54,11.070652777070592,1.4566559791564941,7.9279890060424805
55,11.069813698798718,1.5360360145568848,7.3285231590271
56,11.010067836766632,0.5902724266052246,8.838807106018066
57,10.917924533465355,1.1937775611877441,11.212181091308594
58,10.912417851397166,1.1689033508300781,10.778136253356934
59,11.095187762123807,1.1536798477172852,10.677684783935547
60,11.098560542050356,1.1103198528289795,9.306585311889648
61,10.974299429302928,0.7346243858337402,8.436747550964355
62,10.919416135847392,1.3760526180267334,9.68890380859375
63,10.942233124575523,3.6507515907287598,12.359136581420898
64,10.914080707961066,1.474733829498291,11.51303768157959
65,11.019947619816827,1.5206763744354248,11.628732681274414
66,11.031601812840877,1.7316315174102783,11.545272827148438
67,10.950877761212872,0.6045441627502441,9.084939956665039
68,10.98253875460083,1.0588045120239258,9.825088500976562
69,10.950633366791857,1.7260584831237793,10.469033241271973
70,10.946002418008275,1.3287508487701416,11.613739967346191
71,10.934862036483333,2.0314812660217285,6.7035698890686035
72,11.069565398547617,2.397390365600586,8.263079643249512
73,11.093290468880966,1.80543851852417,10.940309524536133
74,10.981391731150781,1.7507967948913574,10.895831108093262
75,10.961595738198394,2.459372043609619,13.250713348388672
76,11.05345829983669,2.357156753540039,12.975343704223633
77,11.046562711683437,2.3343212604522705,12.838659286499023
78,10.955326094367503,2.336632013320923,12.668739318847656
79,10.901618494889439,2.423352003097534,13.222976684570312
80,11.04504418260639,2.2277565002441406,11.960326194763184
81,11.08814264833358,2.4489057064056396,11.77291488647461
82,10.960084114427437,2.5462279319763184,6.426701068878174
83,11.0301408270281,1.5999205112457275,9.184892654418945
84,10.912174989777371,1.4571995735168457,8.690876960754395
85,10.955421298411913,1.0645134449005127,8.346540451049805
86,10.986011554269957,3.7101504802703857,10.382074356079102
87,10.971881158076316,4.091962814331055,13.362160682678223
88,10.902493243375783,3.6189451217651367,13.714743614196777
89,11.090919912051007,3.3938539028167725,13.44961929321289
90,10.998785576194454,3.0631492137908936,12.429102897644043
91,11.050817463373503,3.0229153633117676,12.337146759033203
92,11.026243804029871,2.9826817512512207,12.172724723815918
93,11.025999504772164,3.5017781257629395,10.106704711914062
94,11.053445143980174,1.2946338653564453,5.753770351409912
95,11.062712119716219,1.2126712799072266,5.686302661895752
96,10.947689633917296,2.7164053916931152,15.585355758666992
97,10.973168650768658,2.156939744949341,12.494072914123535
98,11.093164713668456,1.8222932815551758,12.155233383178711
99,10.907887107031465,1.7963316440582275,12.105756759643555
100,10.966363635770795,1.7684669494628906,12.053031921386719
101,11.007859742262035,3.560225486755371,15.635082244873047
102,10.951116224899957,0.9429967403411865,11.622486114501953
103,11.0231825827351,1.2027487754821777,11.479304313659668
104,10.916731251284611,1.2719342708587646,11.406088829040527
105,10.903576467119995,1.4529860019683838,10.986288070678711
106,11.035396719147737,3.0399060249328613,16.146339416503906
107,11.037021478204007,3.354163885116577,15.607845306396484
108,11.079381841974056,3.5927114486694336,15.162556648254395
109,10.983191450863245,4.143614292144775,14.391422271728516
110,10.973148221722603,4.0093207359313965,14.132295608520508
111,10.949147014850865,4.417502403259277,14.582331657409668
112,10.996848757018189,4.1516337394714355,14.930416107177734
113,10.913188874814512,3.0897903442382812,8.767840385437012
114,10.960036191911007,2.9745264053344727,8.89927864074707
115,11.0253266221868,2.5844225883483887,12.488075256347656
116,10.967762975338893,4.298840045928955,12.474831581115723
117,10.994416192678377,1.664348840713501,9.984763145446777
118,11.043899747320127,1.6912617683410645,10.096460342407227
119,11.027997620349778,1.6769897937774658,10.18941593170166
120,11.043758888523435,1.6247947216033936,11.345617294311523
121,10.96097417241034,2.1932315826416016,12.501818656921387
122,11.063218330419193,3.0771493911743164,7.310031890869141
123,11.061660437650454,1.123504638671875,11.76691722869873
124,10.930412070362488,2.249096632003784,12.83591079711914
125,11.07290409828046,3.662440776824951,10.823115348815918
126,11.034469442396214,3.6803829669952393,15.450170516967773
127,10.905219817943543,5.2541184425354,14.735758781433105
128,10.931800394288615,1.5920369625091553,11.762669563293457
129,11.027653642279885,1.862119197845459,13.147762298583984
130,11.030024340350531,1.8714978694915771,13.113028526306152
131,10.926689159433261,1.8846826553344727,13.079045295715332
132,11.000503327035561,1.386382818222046,11.367107391357422
133,11.097417177979656,1.018570899963379,14.229249000549316
