   ,Water depth,Env. condition,Mooring config,Direction,Misalignment,"Max A1, single"  ,"Max A2, single"  ,"Max A3, single"  ,Max shared mooring,Dir shared mooring,Max shared mooring 2 anchors,"Max A1,T1 shared","Max A2,T2 shared","Max A3,T3 shared",Sequence runs T2,Sequence runs T3
20 ,125        ,DLC1.6        ,catenary      ,0        ,8           ,220066.45668081217,2464747.462480717 ,3131102.804141182 ,2562294.757821482 ,194.80830119950883,2991086.149590595           ,254624.05518320485,2353716.9542979035,3109914.44467892  ,432615          ,234561
21 ,125        ,DLC1.6        ,catenary      ,30       ,-8          ,465265.75196413306,3903312.9389413456,930695.104550124  ,3232241.6106948755,129.54145824667003,3716791.7752797045          ,406453.5131226524 ,3903312.9389413456,1025119.3361175532,461235          ,356124
22 ,125        ,DLC1.6        ,catenary      ,30       ,0           ,405499.16344028705,3654829.785161253 ,1071095.8573009549,2977164.6809689607,126.09636642051885,3426652.1654958357          ,509858.558064059  ,3652731.8208904094,874949.3526760914 ,435261          ,654132
23 ,125        ,DLC1.6        ,catenary      ,30       ,8           ,382530.06940870953,3461500.2844714853,1207267.7143908832,2707173.701714214 ,129.91194023034723,3236750.474905058           ,524832.5566150491 ,3460641.4568872387,1062920.3436045928,241563          ,452613
24 ,125        ,DLC1.6        ,catenary      ,60       ,-8          ,816222.3352466366 ,3842999.952644178 ,524968.8319716231 ,3208445.9884404955,114.47002622513084,3629977.841825954           ,827122.7883116321 ,3842127.4380692593,470104.83113534714,635124          ,436512
25 ,125        ,DLC1.6        ,catenary      ,60       ,0           ,562493.3227456548 ,4449935.333059652 ,687457.5886937748 ,3661173.7553975717,117.28329408302749,4147296.2181482557          ,891793.4872987319 ,4448664.150209459 ,691416.9068469249 ,456123          ,614325
26 ,125        ,DLC1.6        ,catenary      ,60       ,8           ,494607.991302988  ,4466951.5317257745,757469.7100940872 ,3821070.0141889304,120.01298546732917,4182462.182143167           ,639066.9339204727 ,4460636.837668753 ,640066.9093096135 ,351264          ,451263
27 ,125        ,SLC           ,catenary      ,0        ,-8          ,518976.2883577224 ,1228510.3348417883,2680721.3377058143,1759552.5860127972,233.25657521779434,2380695.4191699913          ,813535.4186435567 ,1052111.22045066  ,2680203.2132846992,635142          ,215643
28 ,125        ,SLC           ,catenary      ,0        ,0           ,502152.42103864613,1647103.3214028336,1860626.9667537715,929425.0417855821 ,225.12202128903795,1619442.836852891           ,818637.4918115211 ,1094195.7265931542,1854682.5234677927,265143          ,341625
29 ,125        ,SLC           ,catenary      ,0        ,8           ,522807.5991262108 ,2575601.441500127 ,1209458.8786983662,1674379.2235430395,129.88689880358476,2292137.1354791666          ,759593.4337982894 ,2575092.473983577 ,1091566.772942715 ,564132          ,256341
30 ,125        ,SLC           ,catenary      ,30       ,-8          ,555804.3446651573 ,1188356.3396318727,2047143.9601212256,1229112.817475366 ,213.18354627104645,1815841.4550751946          ,629760.0570588246 ,1270035.032783626 ,2046827.025187703 ,356214          ,214563
31 ,125        ,SLC           ,catenary      ,30       ,0           ,654232.3021379773 ,2196621.7401597933,1016510.8269250805,1266552.043283635 ,135.1993846105509 ,1916834.63249677            ,767363.9695649561 ,2181327.876345274 ,1150797.4241363823,541632          ,264531
32 ,125        ,SLC           ,catenary      ,30       ,8           ,813770.9787924549 ,2876860.070768538 ,691963.2222808936 ,1961694.009423638 ,114.3402043811209 ,2569485.746437503           ,1032661.3157283305,2873094.9171342696,809266.9474929402 ,546231          ,362541
33 ,125        ,SLC           ,catenary      ,60       ,-8          ,867406.6014537653 ,1996937.5967119555,863633.0750875146 ,1003240.2912862273,196.820995775062  ,1742726.3693549323          ,573194.497106039  ,1365893.182472455 ,1701126.1507589973,356124          ,561243
34 ,125        ,SLC           ,catenary      ,60       ,0           ,1117493.4068200577,2021224.130542263 ,644899.7213692832 ,1064832.8845719611,111.03469356267368,1755742.6984840662          ,1065153.4386859352,2021171.8073612044,873542.782268794  ,245631          ,532164
35 ,125        ,SLC           ,catenary      ,60       ,8           ,1685238.8994040191,2124021.7516907533,443880.02058263175,1266604.1461973446,81.49197872925137 ,1912925.3957987812          ,1587717.300071718 ,2123552.6043484528,677099.225902945  ,541263          ,432615
36 ,130        ,DLC1.6        ,catenary      ,0        ,-8          ,286561.8293830587 ,3268941.854527699 ,2118285.8649467696,2639516.5241801688,164.1582689416044 ,3123647.777807143           ,313165.5829765549 ,3268434.4794754665,2436429.02179237  ,362541          ,354612
37 ,130        ,DLC1.6        ,catenary      ,0        ,0           ,283442.5501447761 ,3040169.3762018112,2231952.2199509027,2492008.559155255 ,170.10914549663534,2883306.118144137           ,233255.99653247982,2935364.0130376737,2441086.4396015485,241635          ,465123
38 ,130        ,DLC1.6        ,catenary      ,0        ,8           ,259483.74223565852,2522292.7730668397,3083363.237588065 ,2506254.3576293765,174.1691991176542 ,2893959.575774752           ,260316.0837161437 ,2900604.6555507574,2606602.707818505 ,234165          ,542613
39 ,130        ,DLC1.6        ,catenary      ,30       ,-8          ,468574.570426349  ,3867295.554578703 ,965118.4444610026 ,3146070.2197615495,128.0476594859759 ,3616446.5048402892          ,451501.30127736065,3820876.861328901 ,960077.2332350946 ,642531          ,431265
40 ,130        ,DLC1.6        ,catenary      ,30       ,0           ,425497.4413268748 ,3654135.152590852 ,1103293.9524674895,2919526.285275701 ,126.12665678682441,3404594.284360139           ,571386.7028058288 ,3654135.152590852 ,931181.380259083  ,432615          ,341625
41 ,130        ,DLC1.6        ,catenary      ,30       ,8           ,376157.44926065125,3447989.2639943482,1240575.4819208225,2637583.8654578915,137.5639611150767 ,3175914.959388558           ,331482.73083678994,3305642.922194406 ,1250560.1729729292,512364          ,456132
42 ,130        ,DLC1.6        ,catenary      ,60       ,-8          ,657920.2287194453 ,3872474.466776028 ,652756.3590261419 ,3102914.7605930106,112.75432390215254,3621775.1607579226          ,1020107.0239429201,3872295.9832050684,568212.2552013347 ,516243          ,356241
43 ,130        ,DLC1.6        ,catenary      ,60       ,0           ,585548.0718982023 ,4301415.582717198 ,734133.759540391  ,3494205.3899285267,119.30429566922666,3968101.332639624           ,831364.5160377338 ,4300817.223627176 ,782374.3174184276 ,645321          ,654231
44 ,130        ,DLC1.6        ,catenary      ,60       ,8           ,543563.9758348863 ,4327205.897980489 ,773764.4589215135 ,3613715.1933762813,116.62250043353465,4061803.580896132           ,842685.2759328316 ,4327205.897980489 ,596849.8838447527 ,235641          ,532614
45 ,130        ,SLC           ,catenary      ,0        ,-8          ,544871.2665135792 ,1234446.2642989897,2668986.313282606 ,1747551.927166221 ,224.07105224145985,2386317.301312986           ,699648.2929953989 ,1253450.8027515437,2657000.3276594244,264531          ,536241
46 ,130        ,SLC           ,catenary      ,0        ,0           ,522884.3892068842 ,1649361.1961953044,1860434.7518558796,942504.7698301291 ,170.99348965169105,1631023.764601081           ,629759.5984055775 ,1645829.5364536047,1475458.086185842 ,561324          ,241563
47 ,130        ,SLC           ,catenary      ,0        ,8           ,549705.1989131003 ,2560317.201388692 ,1223402.2130236838,1646060.63360015  ,129.3799312647772 ,2272692.527422252           ,780666.0503999917 ,2559606.7073724745,1090444.0348658378,435612          ,514632
48 ,130        ,SLC           ,catenary      ,30       ,-8          ,575163.7810048091 ,1219814.5311056583,2063122.891387383 ,1279499.6391045693,211.55224972781048,1840683.931492298           ,584126.2000432783 ,1287914.7831556643,2061022.9578986422,231645          ,416532
49 ,130        ,SLC           ,catenary      ,30       ,0           ,678105.2929778624 ,2211461.185843067 ,1046611.821984308 ,1184661.5830874075,128.3805318186797 ,1922152.0178230878          ,937148.3734066935 ,2208845.756103012 ,1136519.8126836112,652341          ,346215
50 ,130        ,SLC           ,catenary      ,30       ,8           ,836956.6106717685 ,2861180.948063135 ,707604.5205614985 ,1916739.4608192523,113.65593530550923,2551162.0378302108          ,1066615.322793376 ,2849335.9941143245,822052.9424667907 ,562143          ,645123
51 ,130        ,SLC           ,catenary      ,60       ,-8          ,906015.3998195836 ,2000451.1868867935,889739.1312769934 ,1146015.7524395261,137.59203354785365,1756902.1259729955          ,708050.9416520433 ,2000446.7347398694,1108003.1471753826,462531          ,451632
52 ,130        ,SLC           ,catenary      ,60       ,0           ,1141439.203023759 ,2044651.36157614  ,676232.6579753435 ,1032403.2924445887,112.35050723518218,1772536.8069027562          ,1100778.3539362988,2044651.36157614  ,942092.6512513126 ,236145          ,246513
53 ,130        ,SLC           ,catenary      ,60       ,8           ,1722154.144512612 ,2131603.692026188 ,480599.82791832316,1192735.35997013  ,89.74139730034895 ,1885750.9949257101          ,1448367.9802756496,2131603.692026188 ,754365.5579771922 ,452631          ,461325
54 ,135        ,DLC1.6        ,catenary      ,0        ,-8          ,296659.2292684454 ,3210032.430926719 ,2180352.487986736 ,2473061.604449768 ,154.2369950073264 ,3044185.4773852937          ,360308.45147698064,3208149.4827085375,1966944.0322328473,341265          ,561243
55 ,135        ,DLC1.6        ,catenary      ,0        ,0           ,298249.32783432776,3023519.106944206 ,2272696.9009401854,2574233.551525592 ,174.61892201782888,2894226.4688543715          ,321251.87382091413,3023519.106944206 ,2744762.396321512 ,642135          ,546213
56 ,135        ,DLC1.6        ,catenary      ,0        ,8           ,250391.59645441582,2536380.5538522364,3053537.575693154 ,2377829.0304721436,194.11274931613832,2871519.5112228733          ,261964.1364634886 ,2233284.2561002853,2902765.772580563 ,514623          ,456213
57 ,135        ,DLC1.6        ,catenary      ,30       ,-8          ,487718.4678824084 ,3897112.7803652557,999980.9438944812 ,3176804.908994361 ,128.28389106157846,3677002.7082054955          ,489195.94841853593,3897112.7803652557,1017711.2225465156,542163          ,614235
58 ,135        ,DLC1.6        ,catenary      ,30       ,0           ,444614.84873460024,3665564.0287927147,1137953.5620892972,2908827.519918716 ,127.59802054157757,3420246.2399919117          ,560220.193358168  ,3665564.0287927147,1004331.2023144654,615234          ,345621
59 ,135        ,DLC1.6        ,catenary      ,30       ,8           ,425973.10743511084,3446215.7260969453,1268575.4757442651,2626610.6545397416,134.33946522172255,3214924.073070102           ,519294.1899131896 ,3439653.522058469 ,1270453.7159998966,361245          ,215643
60 ,135        ,DLC1.6        ,catenary      ,60       ,-8          ,678406.3208308944 ,3892451.161485228 ,677479.8601572497 ,3131215.3870949172,113.08596582966202,3642545.7920240434          ,1001630.27039999  ,3892451.161485228 ,566382.3918101169 ,615342          ,352614
61 ,135        ,DLC1.6        ,catenary      ,60       ,0           ,616638.3893111259 ,4137588.9547692174,758998.0656869712 ,3350531.4581427993,119.63207164808547,3815140.680114847           ,777383.7653725067 ,4115424.1650421033,752539.8119663375 ,416532          ,435612
62 ,135        ,DLC1.6        ,catenary      ,60       ,8           ,554310.3626167275 ,4270089.167377985 ,791290.2092658095 ,3565947.938819915 ,119.78151053641625,3967808.9523682888          ,711680.2886453619 ,4269751.36855692  ,695978.425776776  ,316245          ,652314
63 ,135        ,SLC           ,catenary      ,0        ,-8          ,539424.1382228666 ,1236202.7060370129,2674437.3868953562,1834914.833969361 ,232.5131485300631 ,2400713.8326575942          ,698350.4041958435 ,974424.2419086295 ,2655659.1210578857,341562          ,532641
64 ,135        ,SLC           ,catenary      ,0        ,0           ,567007.0772269721 ,1631668.7537694217,1874818.593015771 ,922682.7982533891 ,173.2417282854666 ,1648295.1130909699          ,659015.0899214231 ,1637976.4629805987,1512596.749721165 ,534621          ,214563
