   ,Water depth,Env. condition,Mooring config,Direction,Misalignment,"Max A1, single"  ,"Max A2, single"  ,"Max A3, single"  ,Max shared mooring,Dir shared mooring,Max shared mooring 2 anchors,"Max A1,T1 shared","Max A2,T2 shared","Max A3,T3 shared",Sequence runs T2,Sequence runs T3
108,150        ,DLC1.6        ,taut          ,0        ,-8          ,5179574.9414319135,10004797.57502821 ,9517816.01246046  ,3885376.298930875 ,165.08243501876413,9529485.930182679           ,4997380.121066422 ,9329279.137674399 ,8174337.624752698 ,512643          ,645132
109,150        ,DLC1.6        ,taut          ,0        ,0           ,5270228.672921535 ,9859076.21057938  ,9558958.83194737  ,3859378.116526164 ,175.67935953805895,9535246.303981047           ,5045296.483300633 ,9061575.475246038 ,8725837.46828981  ,342615          ,642513
110,150        ,DLC1.6        ,taut          ,0        ,8           ,5217743.042913217 ,9663909.324874643 ,9832172.825993866 ,4149546.6343646776,175.04882964197498,9615577.430093875           ,5012392.175927981 ,9353223.862371393 ,8939686.635686368 ,632514          ,246513
111,150        ,DLC1.6        ,taut          ,30       ,-8          ,5728192.413988743 ,10805965.749601481,8209405.011121076 ,4000960.274427877 ,144.4388796302223 ,9769988.589727167           ,5929482.905708522 ,10527649.76203713 ,7840843.1225857185,416523          ,541623
112,150        ,DLC1.6        ,taut          ,30       ,0           ,5617889.031474497 ,10724120.828502791,8393452.940489056 ,3993746.8950795657,148.52788798253368,9751325.029948704           ,5599505.99970626  ,10209565.627160307,7801934.958435158 ,462531          ,514263
113,150        ,DLC1.6        ,taut          ,30       ,8           ,5582357.244374189 ,10596332.599662649,8556490.4528343   ,3960153.3382999096,151.24310478724212,9611287.954539366           ,5743314.082612558 ,10315029.045755474,8115085.385419521 ,645123          ,265341
114,150        ,DLC1.6        ,taut          ,60       ,-8          ,6786577.483221558 ,10690036.141720474,7284755.296590835 ,4232347.679771895 ,102.58005472353705,9565508.386707004           ,6948601.122129482 ,10255305.22451717 ,5485537.304587277 ,651342          ,532614
115,150        ,DLC1.6        ,taut          ,60       ,0           ,6598339.1929712   ,10717097.270853993,7436766.357246388 ,3573446.5581227113,106.97537176975368,9690691.54047559            ,7605186.046248907 ,10621732.153882334,6675251.256351253 ,236145          ,652341
116,150        ,DLC1.6        ,taut          ,60       ,8           ,6437591.036654667 ,10691156.728199083,7616365.60653871  ,3665332.5866318317,111.8195020033903 ,9786109.409159722           ,7041056.873600647 ,10367978.019649757,6438825.5574655915,261345          ,645321
117,150        ,SLC           ,taut          ,0        ,-8          ,9688002.195224592 ,6958794.749007182 ,7563843.175762874 ,2638649.624389735 ,185.0325752376514 ,9176964.907523591           ,5737706.732165842 ,8232546.260869681 ,8499822.38507252  ,431265          ,516342
118,150        ,SLC           ,taut          ,0        ,0           ,9684686.96072071  ,7283447.552596868 ,7217883.438817229 ,2425298.344376045 ,191.60791458541053,9173035.284419762           ,5850935.236183806 ,7944881.923013386 ,8508378.235869631 ,316524          ,651234
119,150        ,SLC           ,taut          ,0        ,8           ,9700081.733680455 ,7595142.203616803 ,6913162.91372945  ,2637278.905267337 ,171.45448819067778,9276004.722734464           ,5713624.591873305 ,8547880.507957842 ,8095369.093301038 ,534261          ,342561
120,150        ,SLC           ,taut          ,30       ,-8          ,6179175.071810293 ,9764621.226795169 ,7861591.795449321 ,2537868.813363315 ,159.82327128929495,9209431.148298971           ,6385861.7777600745,9273375.594159136 ,8262603.7710612845,635124          ,316245
121,150        ,SLC           ,taut          ,30       ,0           ,6592856.216922135 ,9883656.740547985 ,7513392.983391063 ,2546838.717742871 ,149.73729223307296,9322115.321384912           ,6527925.290461022 ,9468730.416042112 ,7986650.344478783 ,614532          ,264315
122,150        ,SLC           ,taut          ,30       ,8           ,6661271.667884537 ,9937086.45640064  ,7417155.4800874   ,2570764.695757451 ,124.08923120532782,9296373.420413634           ,7109057.687863724 ,9779118.261310242 ,7320738.731676421 ,564312          ,354162
123,150        ,SLC           ,taut          ,60       ,-8          ,6749777.037288786 ,7780805.040441999 ,9659593.392165042 ,2499621.662169603 ,106.61700537667242,9013133.235190434           ,6802305.137040359 ,8900016.636336856 ,6134241.172992896 ,546312          ,562314
124,150        ,SLC           ,taut          ,60       ,0           ,6882122.746500178 ,7794263.150935065 ,9504337.131460566 ,2851818.8921118155,58.70018686590924 ,9177464.210634118           ,8686560.838137887 ,8611862.258152874 ,5798126.476630145 ,365124          ,634215
125,150        ,SLC           ,taut          ,60       ,8           ,9745848.318788376 ,7628508.148174425 ,6542996.543479235 ,2894351.1610794966,54.32474066874142 ,9319322.089586917           ,8704503.998741876 ,8374002.623206919 ,5659089.205542319 ,512643          ,362145
