,Dec
1314,12.527482802934786
1315,12.638735155967636
1316,12.44002220480664
1317,12.3910474926215
1318,11.315478437544519
1319,11.38514627951826
1320,11.42278116677284
1321,10.649094074623115
1322,9.471940520635759
1323,8.972523595205734
1324,9.0344046220751
1325,8.619846751114693
1326,8.229735608562876
1327,8.158348109160242
1328,8.146857891538824
1329,7.997532114889554
1330,6.787991849760967
1331,7.398218753753602
1332,7.687491542504752
1333,7.678356343124671
1334,7.5024589715282
1335,7.309367247158027
1336,7.335040447702171
1337,6.445347055808212
1338,5.880457766343557
1339,6.8052696570648346
1340,8.799480475083408
1341,11.100984312341545
1342,12.700346284288893
1343,12.704160212165082
1344,11.752385667046626
1345,10.520549054948091
