,May
1162,7.400452680882192
1163,6.727101109677348
1164,5.630454552640441
1165,3.584888947558615
1166,1.8477697348486328
1167,1.7515370379285637
1168,4.2294922307145715
1169,6.417652369298137
1170,6.709206039039066
1171,6.356591031190777
1172,6.197248880165742
1173,4.819026679627502
1174,2.909848392245115
1175,1.5998199756943954
1176,1.774653557794938
1177,3.0192802169908806
1178,4.406295705741232
1179,5.400940438234752
1180,6.30109235448318
1181,6.688854464610848
1182,6.978673520400533
1183,8.040363389314022
1184,8.62514467809996
1185,9.050489184453085
1186,9.330843709097586
1187,9.836683695452274
1188,10.115305371617536
1189,9.983968585217054
1190,9.682821227665857
1191,8.939632597329464
1192,8.305528193494643
1193,7.436226677598023
1194,7.840754268203539
1195,6.322467498165738
1196,4.854321563965866
1197,5.533570386905897
1198,6.382138570005586
1199,6.429685266878276
1200,5.577045848206419
1201,4.582485318661675
1202,4.373194373449736
1203,4.191054581898957
1204,3.9439188757923485
1205,4.659429936985455
1206,6.058743068011173
1207,7.002308246538763
1208,6.936605052386336
1209,6.280079166006288
1210,5.715331984057685
1211,5.093001775923898
1212,3.8629278410311514
1213,3.5239600965844162
1214,3.0706661979822925
1215,2.3060921217087156
1216,2.361530373542492
1217,3.022105914836975
1218,3.401698735811161
1219,3.6296962553395318
1220,4.1114329281724125
1221,4.237543411490904
1222,3.8243175341152527
1223,3.562864374322586
1224,3.042631540875005
1225,3.5610296084095867
1226,4.977856667394248
1227,5.985895660773074
1228,6.549642661882279
1229,8.06821397977872
1230,9.859083300293554
1231,11.30327311299686
1232,12.055175565275354
1233,11.87762271899242
1234,11.215972014969218
1235,10.755717108417624
1236,11.22124374956673
1237,11.864668896244362
1238,12.247248523148864
1239,12.270240879990931
1240,11.249882370207647
1241,9.638690716274157
1242,8.463677022186829
1243,7.391107290928014
1244,6.4700603262802705
1245,5.7262518098438235
1246,5.165367318496544
1247,4.7701039316937015
1248,4.680651121988327
1249,5.0048016351115665
1250,6.193495271635429
1251,7.992115850403666
1252,9.914690683387875
1253,10.90468141402852
1254,11.265039083016648
1255,11.764035401602733
1256,11.896407098049712
1257,12.559333227411646
1258,13.170033230973019
1259,12.45825094424906
1260,11.777800914604649
1261,11.070655457970377
1262,10.806238461117461
1263,10.635363728983986
1264,10.740647802926524
1265,11.03370347792722
1266,10.912368622159661
1267,10.533487467677695
1268,9.68198684550837
1269,9.3456410035516
1270,9.786720750187676
1271,9.341819079042773
1272,8.200674688632068
1273,7.228684413228409
1274,6.214326558767202
1275,4.952089821018178
1276,5.6058310285469215
1277,8.329148529210407
1278,8.587250120595455
1279,8.36240603435815
1280,8.099526747719125
1281,7.617647687857718
1282,7.119869116989152
1283,6.82096171885414
1284,6.651881288606585
1285,6.5379799802065
1286,6.257971660471033
1287,6.004807063634658
1288,5.782450060943227
1289,5.546818018698466
1290,5.152687692220588
1291,5.028952955394284
1292,4.7977609010004185
1293,4.8956174488793796
1294,5.866225425862614
1295,5.355444731933366
1296,5.432647810013742
1297,5.589096699806718
1298,5.330266745827096
1299,5.0939489479189595
1300,5.32030372718389
1301,5.707412390212843
1302,6.096586877534895
1303,6.411853309153382
1304,6.606843476791629
1305,6.64942367070586
1306,6.786336806597524
1307,6.26852941605563
1308,5.777215713145122
1309,5.754079995211993
1310,5.5241039622375405
1311,5.014088527499011
1312,4.626804996170076
1313,4.726805749786252
1314,5.042691449838205
1315,5.399516001348182
1316,5.574247775702599
1317,5.772337536838835
1318,5.2203515668558715
1319,4.819955955374984
1320,4.807906542134761
1321,4.634511259386862
1322,4.4749148545768165
1323,4.607507146691141
1324,5.05274723065919
1325,5.660513018176497
1326,6.370323033326868
1327,7.095093261263348
1328,7.5435035924218194
1329,7.601195062120312
1330,6.837539871416112
1331,6.8672409742810885
1332,7.276515518711294
1333,7.6161665350179115
1334,7.508827513059208
1335,7.379514813624339
1336,7.257035993455775
1337,7.079488059647346
1338,6.698509298030657
1339,6.3285106743407065
1340,6.012104103059877
1341,5.79557405328592
1342,5.054612974302527
