,Jan
225,6.139748805455267
226,6.425879014978452
227,6.7414173560164885
228,6.781613128419865
229,6.913439748680443
230,7.477993644068099
231,8.089443965882138
232,8.209973698710687
233,8.405034434248789
234,8.678812134783094
235,9.108911265408011
236,9.241955900403857
237,9.053131512862072
238,7.233050575811732
239,7.135016247711815
240,6.384319544176726
241,5.852485126919212
242,5.272982587414665
243,4.766090115143227
244,4.228745732078134
245,3.4428052576231165
246,3.0306663325769847
247,3.2686457814045773
248,3.7145133474990044
249,4.001816169321489
250,4.102029339559865
251,3.8470079507593917
252,4.008668215932542
253,4.628387797614378
254,4.838271219473275
255,4.799474764089285
256,5.1719711685630685
257,6.186699525037378
258,7.48838347439726
259,8.460019143902445
260,8.757732189496286
261,8.596152149720197
262,8.438970614868381
263,8.307122820754127
264,8.166209082755179
265,7.951124737987088
266,7.535662537033669
267,7.209400139938616
268,6.797563832724543
269,5.8491114072322725
270,6.216285431105574
271,7.295858558975306
272,7.932710616450857
273,8.33479445617997
274,7.595008650927557
275,7.856111097025557
276,8.065669945873537
277,8.321146580765454
278,9.186685674453658
279,10.070680897499754
280,10.822970944481046
281,10.86105684903901
282,10.78070622097117
283,10.670280437392908
284,10.5337482126339
285,10.376600297928931
286,9.518668639362152
287,9.453711563507499
288,9.415620090490002
289,8.878929764716956
290,8.71113346544932
291,8.410930328877042
292,7.868528474234243
293,7.035738164835868
294,6.407147538647669
295,6.113027855312774
296,6.0393047358942225
297,6.0666355575777695
298,6.8354053390352485
299,6.919740550135037
300,5.952436746350984
301,5.428030105931414
302,5.078180107227375
303,5.1294602380814815
304,5.173119041813586
305,5.697897274449085
306,5.989666987555781
307,6.067617286991048
308,5.99902452434895
309,6.177535152270523
310,8.058884694252228
311,8.602508128175995
312,8.43140828305656
313,7.999185577045714
314,7.806193861247339
315,7.630045809117906
316,7.485620719431669
317,7.112875678864545
318,6.687504217091206
319,6.39125699348429
320,5.968462475860459
321,5.8834190743655
322,6.077652646342482
323,6.453151016599996
324,6.838102520425068
325,7.343130959263941
326,7.88571949510523
327,8.362562858547854
328,8.537783206687495
329,8.670392861546084
330,9.426949068688053
331,9.99015277925338
332,10.194295284449053
333,10.19567163844769
334,9.743692821144359
335,10.266154463795843
336,10.48460728074899
337,10.28449444931219
338,9.60859244395095
339,9.065920817198421
340,8.111520106533487
341,7.68317324895912
342,7.490331117665403
343,7.445260055324546
344,7.185937363522514
345,6.960514952672205
346,7.3639555236711
347,7.885663146637922
348,7.975268014209657
349,7.823292437876702
350,7.229819865859244
351,6.75584844396785
352,6.301853584879868
353,5.7497054134372165
354,5.37302525031725
355,5.278008629524272
356,5.0754729503965486
357,4.834894928661961
358,5.044978202599215
359,4.397277904561623
360,3.9818502640080107
361,3.7561052245301143
362,3.5309273817395552
363,3.2887688059569675
364,3.61412472836225
365,3.766522947348282
366,3.378508779260431
367,2.5256240809520656
368,2.10306709328987
369,2.457490348187775
370,2.9840912164322355
371,3.2744635830975253
372,3.6903561819438293
373,4.23212659600587
374,4.925301788171725
375,5.828052407489847
