,Apr
539,0.7070040702819824
540,0.6791067123413086
541,0.6635313034057617
542,0.6749663352966309
543,0.6798951625823975
544,0.6930060386657715
545,0.6934003829956055
546,0.6698403358459473
547,0.6296205520629883
548,0.5856547355651855
549,0.5468151569366455
550,0.5107357501983643
551,0.4836268424987793
552,0.461348295211792
553,0.4427170753479004
554,0.4281275272369385
555,0.4183683395385742
556,0.41205930709838867
557,0.407228946685791
558,0.4039759635925293
559,0.4061446189880371
560,0.42763471603393555
561,0.45996809005737305
562,0.4577007293701172
563,0.4530677795410156
564,0.44823741912841797
565,0.4441957473754883
566,0.44459009170532227
567,0.45977091789245605
568,0.5060038566589355
569,0.6178898811340332
570,0.8140597343444824
571,1.0748965740203857
572,1.3710243701934814
573,1.6513795852661133
574,1.9545063972473145
575,2.174827814102173
576,2.2981486320495605
577,2.3540422916412354
578,2.370307683944702
579,2.3632102012634277
580,2.361337184906006
581,2.3651814460754395
582,2.3543381690979004
583,2.3102736473083496
584,2.254873037338257
585,2.187248706817627
586,2.1004014015197754
587,2.0309042930603027
588,1.9653499126434326
589,1.8987113237380981
590,1.867659330368042
591,1.7922472953796387
592,1.7112163305282593
593,1.6308754682540894
594,1.561575174331665
595,1.5082446336746216
596,1.4670391082763672
597,1.4296780824661255
598,1.3829522132873535
599,1.3400709629058838
600,1.297780990600586
601,1.258744239807129
602,1.2224674224853516
603,1.2595326900482178
604,1.2338039875030518
605,1.2196087837219238
606,1.216750144958496
607,1.2210874557495117
608,1.230452299118042
609,1.244746208190918
610,1.2493793964385986
611,1.2647573947906494
612,1.2803328037261963
613,1.2916691303253174
614,1.3733901977539062
615,1.3740801811218262
616,1.3783190250396729
617,1.3896554708480835
618,1.404343605041504
619,1.4271150827407837
620,1.4496893882751465
621,1.4615187644958496
622,1.4285937547683716
623,1.404540777206421
624,1.3840365409851074
625,1.364123821258545
626,1.3335647583007812
627,1.3005411624908447
628,1.270376443862915
629,1.2462248802185059
630,1.231142282485962
631,1.2268049716949463
632,1.2339024543762207
633,1.2463233470916748
634,1.2285792827606201
635,1.2188200950622559
636,1.2159614562988281
637,1.2150743007659912
638,1.1979217529296875
639,1.1708128452301025
640,1.136409044265747
641,1.099245309829712
642,1.0643486976623535
643,1.03309965133667
644,1.003920555114746
645,0.9727699756622314
646,0.9414222240447998
647,0.9095816612243652
648,0.8773465156555176
649,0.845308780670166
650,0.8144538402557373
651,0.7849791049957275
652,0.7569830417633057
653,0.7311556339263916
654,0.7070040702819824
655,0.6840355396270752
656,0.6629397869110107
657,0.6447029113769531
658,0.6207485198974609
659,0.6154253482818604
660,0.6153268814086914
661,0.619269847869873
662,0.6241002082824707
663,0.6241986751556396
664,0.606947660446167
665,0.5750083923339844
666,0.5375487804412842
667,0.5022580623626709
668,0.47091031074523926
669,0.44301271438598633
670,0.40900349617004395
671,0.39441394805908203
672,0.39983558654785156
673,0.4519832134246826
674,0.5556871891021729
675,0.6866970062255859
676,0.7973999977111816
677,0.8915417194366455
678,0.9751358032226562
679,1.0516321659088135
680,1.110877513885498
681,1.1683483123779297
682,1.21586275100708
683,1.2396199703216553
684,1.2498722076416016
685,1.2394230365753174
686,1.4263265132904053
687,1.3301146030426025
688,1.2606172561645508
689,1.231635332107544
690,1.2270021438598633
691,1.2250306606292725
692,1.242577314376831
693,1.2802340984344482
694,1.2915706634521484
695,1.3085260391235352
696,1.3310017585754395
697,1.3704328536987305
698,1.4252420663833618
699,1.457082748413086
700,1.4583642482757568
701,1.4489994049072266
702,1.4477179050445557
703,1.4509708881378174
704,1.448703646659851
705,1.443479061126709
706,1.4289880990982056
707,1.4146943092346191
708,1.3893598318099976
709,1.364320993423462
710,1.3557448387145996
711,1.311483383178711
712,1.2606172561645508
713,1.2021605968475342
714,1.1446895599365234
715,1.0922462940216064
716,1.0468018054962158
717,1.0118067264556885
718,0.9811489582061768
719,0.9718828201293945
720,0.7329301834106445
721,0.6832468509674072
722,0.6532793045043945
723,0.686598539352417
724,0.7914853096008301
725,0.9747414588928223
726,1.217144250869751
727,1.4661519527435303
728,1.6546326875686646
729,1.7713488340377808
730,1.641423225402832
731,1.58198082447052
732,1.6087939739227295
733,1.6921908855438232
734,1.8093012571334839
735,1.887670636177063
736,1.96820867061615
737,2.028045415878296
738,2.038100242614746
739,1.9446486234664917
740,1.7817981243133545
741,1.6070196628570557
742,1.467926263809204
743,1.4020763635635376
744,1.4311567544937134
745,1.5082446336746216
746,1.5080474615097046
747,1.5452113151550293
748,1.600907802581787
749,1.6736582517623901
750,1.742366909980774
751,1.794711709022522
752,1.8365087509155273
753,1.8658849000930786
754,1.8579987287521362
755,1.8126529455184937
756,1.7510417699813843
757,1.6841074228286743
758,1.754393458366394
759,1.7013585567474365
760,1.6513795852661133
761,1.6063295602798462
762,1.5736017227172852
763,1.5593079328536987
764,1.5783334970474243
765,1.6340299844741821
766,1.688740611076355
767,1.7049074172973633
768,1.6715880632400513
769,1.609089732170105
770,1.5364378690719604
771,1.464377522468567
772,1.4052307605743408
773,1.3592934608459473
774,1.3189752101898193
775,1.2796425819396973
776,1.2386343479156494
777,1.1968374252319336
778,1.150111436843872
779,1.109497308731079
780,1.072925090789795
781,1.0387184619903564
782,1.0081593990325928
783,0.9755301475524902
784,0.9436895847320557
785,0.911848783493042
786,0.8802053928375244
787,0.8504347801208496
788,0.8210587501525879
789,0.7938511371612549
790,0.7626020908355713
791,0.7371690273284912
792,0.7152845859527588
793,0.6978363990783691
794,0.6835427284240723
795,0.6830496788024902
796,0.7079899311065674
797,0.7676293849945068
798,0.8566453456878662
799,0.9591662883758545
800,1.0604054927825928
801,1.1659824848175049
802,1.1715028285980225
803,1.2092580795288086
804,1.2184257507324219
805,1.1993017196655273
806,1.1661796569824219
807,1.0899789333343506
808,1.0116095542907715
809,0.9457595348358154
810,0.8812897205352783
811,0.8179042339324951
812,0.7558002471923828
813,0.6970477104187012
814,0.6560394763946533
815,0.632479190826416
816,0.620551347732544
817,0.6147353649139404
818,0.6123695373535156
819,0.6138482093811035
820,0.5961041450500488
821,0.5770785808563232
822,0.5602216720581055
823,0.5479981899261475
824,0.5419847965240479
825,0.5430691242218018
826,0.5390274524688721
827,0.5504624843597412
828,0.5729382038116455
829,0.6099050045013428
830,0.7051310539245605
831,0.7619118690490723
832,0.8394927978515625
833,0.9686295986175537
834,1.1928942203521729
835,1.5139621496200562
836,1.808611273765564
837,1.9334107637405396
838,1.9148781299591064
839,1.9704760313034058
840,2.1395368576049805
841,2.355619430541992
842,2.448972702026367
843,2.412696123123169
844,2.2836577892303467
845,2.146240234375
846,2.0978384017944336
847,2.186065673828125
848,2.372772216796875
849,2.599106788635254
850,2.692755699157715
851,2.768463373184204
852,2.8409180641174316
853,2.8965160846710205
854,2.9373271465301514
855,2.954282760620117
856,2.941073179244995
857,2.8938543796539307
858,2.825441360473633
859,2.7468748092651367
860,2.666041135787964
861,2.5812642574310303
862,2.4688854217529297
863,2.3629143238067627
864,2.266603946685791
865,2.1804466247558594
866,2.1023731231689453
867,2.0376076698303223
868,1.9626883268356323
869,1.8939796686172485
870,1.8335514068603516
871,1.7814037799835205
872,1.7364522218704224
873,1.695838212966919
874,1.6582800149917603
875,1.6249607801437378
876,1.595091700553894
877,1.568672776222229
878,1.5506330728530884
879,1.5268758535385132
880,1.5047943592071533
881,1.4836987257003784
882,1.4638845920562744
883,1.4444648027420044
884,1.424354910850525
885,1.4025691747665405
886,1.377037525177002
887,1.3538718223571777
888,1.3319873809814453
889,1.31089186668396
890,1.2908804416656494
891,1.5114977359771729
892,1.49631667137146
893,1.4817272424697876
894,1.4732495546340942
895,1.4702922105789185
896,1.4601386785507202
897,1.4395358562469482
898,1.4053293466567993
899,1.3615608215332031
900,1.3127648830413818
901,1.2665317058563232
902,1.2862474918365479
903,1.229565143585205
904,1.1724886894226074
905,1.1220166683197021
906,1.0814027786254883
907,1.044731855392456
908,1.0078635215759277
909,0.9674468040466309
910,0.9202280044555664
911,0.8820784091949463
912,0.8513221740722656
913,0.832888126373291
914,0.8308179378509521
915,0.8483648300170898
916,0.8812897205352783
917,0.9173691272735596
918,0.9632079601287842
919,1.0277762413024902
920,1.123199701309204
921,1.1982173919677734
922,1.1721928119659424
923,1.1740658283233643
924,1.2366628646850586
925,1.3898526430130005
926,1.6759254932403564
927,1.9951205253601074
928,2.240677833557129
929,2.426990032196045
930,2.5662803649902344
931,2.635580539703369
932,2.6295673847198486
933,2.556718349456787
934,2.3793768882751465
935,2.1920790672302246
936,2.0103015899658203
937,1.8561257123947144
938,1.72787606716156
939,1.6222991943359375
940,1.5318046808242798
941,1.456885576248169
942,1.3994147777557373
943,1.3741788864135742
944,1.4264250993728638
945,1.6001191139221191
946,1.7549848556518555
947,1.9244401454925537
948,2.108583450317383
949,2.3005146980285645
950,2.495205879211426
951,2.570519208908081
952,2.6419880390167236
953,2.8013885021209717
954,2.9247093200683594
955,2.876701831817627
956,2.7880804538726807
957,2.756436824798584
958,2.6974873542785645
959,2.662196636199951
960,2.6449453830718994
961,2.6462268829345703
962,2.6173436641693115
963,2.995980978012085
964,2.8155837059020996
965,2.67767333984375
966,2.572786331176758
967,2.4484798908233643
968,2.318455696105957
969,2.1892201900482178
970,2.038691997528076
971,1.9234544038772583
972,1.82093346118927
973,1.7060903310775757
974,1.8853048086166382
975,1.7461129426956177
976,1.627030849456787
977,1.523622751235962
978,1.4304667711257935
979,1.350125789642334
980,1.2900919914245605
981,1.2333111763000488
982,1.1702213287353516
983,1.123692512512207
984,1.1060471534729004
985,1.1142292022705078
986,1.1447882652282715
987,1.1721928119659424
988,1.2393243312835693
989,1.4236648082733154
990,1.7069774866104126
991,1.9767849445343018
992,2.251915693283081
993,2.5511980056762695
994,2.744706153869629
995,2.9506351947784424
996,3.1321170330047607
997,3.2557334899902344
998,3.325132369995117
999,3.2945733070373535
1000,3.2026002407073975
1001,3.1336941719055176
1002,3.037285089492798
1003,2.8979947566986084
1004,2.767576217651367
1005,2.689699649810791
1006,2.574462413787842
1007,2.6190195083618164
1008,2.756732702255249
1009,2.8577749729156494
1010,2.903810739517212
1011,2.905092239379883
1012,2.8976004123687744
1013,2.928553819656372
1014,2.971139430999756
1015,2.9604930877685547
1016,2.891094207763672
1017,2.785320281982422
1018,2.570519208908081
1019,2.424525499343872
1020,2.2962756156921387
1021,2.1832070350646973
1022,2.069349527359009
1023,1.9566751718521118
1024,1.8586887121200562
1025,1.7899800539016724
1026,1.7588294744491577
1027,1.766912817955017
1028,1.7950074672698975
1029,1.8172861337661743
1030,1.7400996685028076
1031,1.716046690940857
1032,1.714765191078186
1033,1.7019500732421875
1034,1.6617302894592285
1035,1.7753905057907104
1036,1.6716866493225098
1037,1.5737988948822021
1038,1.4893176555633545
1039,1.4223833084106445
1040,1.3745732307434082
1041,1.3443098068237305
1042,1.3040900230407715
1043,1.2622928619384766
1044,1.2229604721069336
1045,1.1904296875
1046,1.2350854873657227
1047,1.218031644821167
1048,1.203442096710205
1049,1.1752488613128662
1050,1.1290156841278076
1051,1.0747978687286377
1052,1.0222558975219727
1053,0.9730656147003174
1054,0.9304800033569336
1055,0.8890774250030518
1056,0.847083330154419
1057,0.8075535297393799
1058,0.7754170894622803
1059,0.7500827312469482
1060,0.7348029613494873
1061,0.738548994064331
1062,0.766446590423584
1063,0.8225374221801758
1064,0.898836612701416
1065,0.9431965351104736
1066,0.9080042839050293
1067,0.8547723293304443
1068,0.7952313423156738
1069,0.7675309181213379
1070,0.778374433517456
1071,0.7739384174346924
1072,0.7878379821777344
1073,0.8180027008056641
1074,0.8434357643127441
1075,0.846688985824585
1076,0.8405771255493164
1077,0.8346624374389648
1078,0.8013432025909424
1079,0.7781772613525391
1080,0.7622077465057373
1081,0.7544200420379639
1082,0.7551100254058838
1083,0.7590532302856445
1084,0.766643762588501
1085,0.7715725898742676
1086,0.7903022766113281
1087,0.8267762660980225
1088,0.8603911399841309
1089,0.885134220123291
1090,0.872812032699585
1091,0.8781352043151855
1092,0.8769524097442627
1093,0.8605883121490479
1094,0.8340709209442139
1095,0.7966113090515137
1096,0.7540256977081299
1097,0.7095670700073242
1098,0.6662914752960205
1099,0.6260716915130615
1100,0.5893023014068604
1101,0.5559828281402588
1102,0.5217764377593994
1103,0.49555468559265137
1104,0.4716002941131592
1105,0.44951891899108887
1106,0.4294090270996094
1107,0.4131436347961426
1108,0.40170860290527344
1109,0.3902735710144043
1110,0.37666988372802734
1111,0.3641505241394043
1112,0.3511381149291992
1113,0.3385202884674072
1114,0.315157413482666
1115,0.32146620750427246
1116,0.3665163516998291
1117,0.4560251235961914
1118,0.5641648769378662
1119,0.5680093765258789
1120,0.5393233299255371
1121,0.5426750183105469
1122,0.553025484085083
1123,0.5568702220916748
1124,0.5757970809936523
1125,0.6143410205841064
1126,0.6261703968048096
1127,0.6634328365325928
1128,0.713411808013916
1129,0.7676293849945068
1130,0.8110036849975586
1131,0.8410699367523193
1132,0.8632500171661377
1133,0.8624613285064697
1134,0.8476746082305908
1135,0.8306207656860352
1136,0.8123838901519775
1137,0.7944426536560059
1138,0.7655594348907471
1139,0.7367746829986572
1140,0.7060184478759766
1141,0.673192024230957
1142,0.6400697231292725
1143,0.6108908653259277
1144,0.5853590965270996
1145,0.5647563934326172
1146,0.5481953620910645
1147,0.5349857807159424
1148,0.5253252983093262
1149,0.5178332328796387
1150,0.514284610748291
1151,0.500483512878418
1152,0.4808666706085205
1153,0.4618411064147949
1154,0.4457728862762451
1155,0.43147921562194824
1156,0.4176783561706543
1157,0.40584897994995117
1158,0.39421677589416504
1159,0.3831760883331299
1160,0.37174105644226074
1161,0.3599116802215576
1162,0.3373372554779053
1163,0.32807111740112305
1164,0.3190019130706787
1165,0.31012988090515137
1166,0.30175065994262695
1167,0.29356884956359863
1168,0.28696393966674805
1169,0.27858495712280273
1170,0.27050161361694336
1171,0.262615442276001
1172,0.2551233768463135
1173,0.25039172172546387
1174,0.2534475326538086
1175,0.2673470973968506
1176,0.2990891933441162
1177,0.3376331329345703
1178,0.3628690242767334
1179,0.3895835876464844
1180,0.4392666816711426
1181,0.5210864543914795
1182,0.6259732246398926
1183,0.7350988388061523
1184,0.8396899700164795
1185,0.938957691192627
1186,0.9867680072784424
1187,1.0259034633636475
1188,1.032606601715088
1189,1.017425775527954
1190,1.0115110874176025
1191,0.9985973834991455
1192,0.9931755065917969
1193,1.0006673336029053
1194,1.0116095542907715
1195,1.0093421936035156
1196,0.9998788833618164
1197,0.9929783344268799
1198,0.9826276302337646
1199,0.9763188362121582
1200,0.9606449604034424
1201,0.937676191329956
1202,0.9332401752471924
1203,0.9142146110534668
1204,0.9095816612243652
1205,0.9081029891967773
1206,0.9047513008117676
1207,0.898737907409668
1208,0.8884859085083008
1209,0.8790223598480225
1210,0.8602926731109619
1211,0.8454074859619141
1212,0.8314094543457031
1213,0.8168199062347412
1214,0.8143553733825684
1215,0.7998645305633545
1216,0.7855706214904785
1217,0.7722625732421875
1218,0.7599403858184814
1219,0.7462379932403564
1220,0.7303671836853027
1221,0.712425947189331
1222,0.6925132274627686
1223,0.6754591464996338
1224,0.6585037708282471
1225,0.6416471004486084
1226,0.6248888969421387
1227,0.6088206768035889
1228,0.593541145324707
1229,0.579247236251831
1230,0.5649535655975342
1231,0.5503640174865723
1232,0.5367603302001953
1233,0.5255224704742432
1234,0.526705265045166
1235,0.5650520324707031
1236,0.6244945526123047
1237,0.6808810234069824
1238,0.7438721656799316
1239,0.7912881374359131
1240,0.7896122932434082
1241,0.7642779350280762
1242,0.7175519466400146
1243,0.6565322875976562
1244,0.6117780208587646
1245,0.5897951126098633
1246,0.5721497535705566
1247,0.5687980651855469
1248,0.5737268924713135
1249,0.5834860801696777
1250,0.5995543003082275
1251,0.6142423152923584
1252,0.6264660358428955
1253,0.6549551486968994
1254,0.7039482593536377
1255,0.7383518218994141
1256,0.7478153705596924
1257,0.7489984035491943
1258,0.7343101501464844
1259,0.738746166229248
1260,0.7558987140655518
1261,0.7765014171600342
1262,0.8260860443115234
1263,0.898639440536499
1264,0.9703054428100586
1265,1.0551810264587402
1266,1.1553361415863037
1267,1.2601242065429688
