,Sep
106,0.4973292350769043
107,0.5721497535705566
108,0.633465051651001
109,0.6676716804504395
110,0.6622498035430908
111,0.6493360996246338
112,0.6351408958435059
113,0.620452880859375
114,0.6136510372161865
115,0.6114821434020996
116,0.6098062992095947
117,0.5986671447753906
118,0.5850634574890137
119,0.5507583618164062
120,0.5071868896484375
121,0.4664742946624756
122,0.4311833381652832
123,0.4018073081970215
124,0.38012003898620605
125,0.3745996952056885
126,0.38248586654663086
127,0.3950052261352539
128,0.407820463180542
129,0.4256629943847656
130,0.4183683395385742
131,0.4155094623565674
132,0.4105806350708008
133,0.40131425857543945
134,0.3960897922515869
135,0.39382243156433105
136,0.3883020877838135
137,0.37410688400268555
138,0.3532083034515381
139,0.33023977279663086
140,0.30835533142089844
141,0.288541316986084
142,0.26468539237976074
143,0.2543346881866455
144,0.24566006660461426
145,0.24418139457702637
146,0.24181532859802246
147,0.24181532859802246
148,0.2442798614501953
149,0.24911022186279297
150,0.2577850818634033
151,0.2716844081878662
152,0.2872598171234131
153,0.3035252094268799
154,0.3219592571258545
155,0.3498566150665283
156,0.3761770725250244
157,0.3968782424926758
158,0.4010186195373535
159,0.3895835876464844
160,0.3721354007720947
161,0.3537013530731201
162,0.33723878860473633
163,0.3226492404937744
164,0.31032705307006836
165,0.2996807098388672
166,0.28183794021606445
167,0.27434611320495605
168,0.26774144172668457
169,0.26645994186401367
170,0.2693185806274414
171,0.27198028564453125
172,0.2793736457824707
173,0.29317450523376465
174,0.3089468479156494
175,0.3270852565765381
176,0.3429563045501709
177,0.35527849197387695
178,0.3493638038635254
179,0.341477632522583
180,0.33211278915405273
181,0.3228464126586914
182,0.3200862407684326
183,0.31712889671325684
184,0.31762170791625977
185,0.315354585647583
186,0.3117070198059082
187,0.3089468479156494
188,0.3069753646850586
189,0.3054966926574707
190,0.29770898818969727
191,0.3122985363006592
192,0.3348729610443115
193,0.3605031967163086
194,0.37943005561828613
195,0.3913578987121582
196,0.39530110359191895
197,0.3939208984375
198,0.3866262435913086
199,0.37578272819519043
200,0.367206335067749
201,0.36444616317749023
202,0.3447306156158447
203,0.34029459953308105
204,0.340984582901001
205,0.34137892723083496
206,0.3403933048248291
207,0.3373372554779053
208,0.3345770835876465
209,0.33152127265930176
210,0.327380895614624
211,0.3232407569885254
212,0.31890320777893066
213,0.314467191696167
214,0.30362367630004883
215,0.301849365234375
216,0.2996807098388672
217,0.2947516441345215
218,0.28893566131591797
219,0.2844996452331543
220,0.28331661224365234
221,0.28095078468322754
222,0.2806551456451416
223,0.28183794021606445
224,0.2857811450958252
225,0.28607678413391113
226,0.27306461334228516
227,0.27217745780944824
228,0.27414894104003906
229,0.2797679901123047
230,0.287752628326416
231,0.2954418659210205
232,0.3005678653717041
233,0.30263781547546387
234,0.30470800399780273
235,0.30707383155822754
236,0.3086512088775635
237,0.3076653480529785
238,0.3086512088775635
239,0.31634020805358887
240,0.3168330192565918
241,0.31141138076782227
242,0.3076653480529785
243,0.30727100372314453
244,0.30687665939331055
245,0.30362367630004883
246,0.30066633224487305
247,0.2958359718322754
248,0.2923858165740967
249,0.29425883293151855
250,0.2900199890136719
251,0.29149866104125977
252,0.29189300537109375
253,0.28972434997558594
254,0.28952717781066895
255,0.28814697265625
256,0.2825281620025635
257,0.2764163017272949
258,0.274838924407959
259,0.28114795684814453
260,0.29485034942626953
261,0.31111574172973633
262,0.3335914611816406
263,0.354095458984375
264,0.37174105644226074
265,0.38652753829956055
266,0.39727258682250977
267,0.408214807510376
268,0.4255645275115967
269,0.4564192295074463
270,0.49811768531799316
271,0.5426750183105469
272,0.5834860801696777
273,0.6161153316497803
274,0.6378026008605957
275,0.6688544750213623
276,0.699413537979126
277,0.7195234298706055
278,0.7307612895965576
279,0.7352960109710693
280,0.7433793544769287
281,0.7637848854064941
282,0.7984843254089355
283,0.8409714698791504
284,0.8810925483703613
285,0.9184534549713135
286,0.9434924125671387
287,0.9747414588928223
288,1.003526210784912
289,1.0223546028137207
290,1.0278749465942383
291,1.1468584537506104
292,1.1308887004852295
293,1.1200451850891113
294,1.1206367015838623
295,1.13621187210083
296,1.1598706245422363
297,1.1854023933410645
298,1.1921055316925049
299,1.1994004249572754
300,1.2017662525177002
301,1.2005832195281982
302,1.3726015090942383
303,1.3415496349334717
304,1.309610366821289
305,1.2680103778839111
306,1.2186229228973389
307,1.165095329284668
308,1.110187292098999
309,1.0536036491394043
310,1.0008645057678223
311,0.9525613784790039
312,0.9064271450042725
313,0.8625600337982178
314,0.8202700614929199
315,0.779951810836792
316,0.7418022155761719
317,0.7068068981170654
318,0.67368483543396
319,0.6433229446411133
320,0.6148338317871094
321,0.5885136127471924
322,0.5596303939819336
323,0.5384361743927002
324,0.5182275772094727
325,0.5012722015380859
326,0.48461246490478516
327,0.4714031219482422
328,0.45809507369995117
329,0.4450829029083252
330,0.4328591823577881
331,0.4226071834564209
332,0.41353797912597656
333,0.40811610221862793
334,0.4003286361694336
335,0.3960897922515869
336,0.3920481204986572
337,0.3875133991241455
338,0.380908727645874
339,0.3729238510131836
340,0.36385464668273926
341,0.35419416427612305
342,0.3447306156158447
343,0.33467578887939453
344,0.32590222358703613
345,0.3175232410430908
346,0.30391955375671387
347,0.30303215980529785
348,0.30924272537231445
349,0.34157609939575195
350,0.4442942142486572
351,0.6959633827209473
352,1.1263542175292969
353,1.709343433380127
354,2.3144140243530273
355,2.8059229850769043
356,3.16967511177063
357,3.406951904296875
358,3.5058255195617676
359,3.5748300552368164
360,3.5704925060272217
361,3.512233018875122
362,3.4764492511749268
363,3.4842369556427
364,3.5469324588775635
365,3.63486385345459
366,3.6776466369628906
367,3.6678874492645264
368,3.65960693359375
369,3.686124324798584
370,3.712838888168335
371,3.7155990600585938
372,3.698643684387207
373,3.6359481811523438
374,3.7162890434265137
375,3.632300853729248
376,3.5716755390167236
377,3.539046287536621
378,3.5230765342712402
379,3.515486240386963
380,3.528005599975586
381,3.540820598602295
382,3.511148691177368
383,3.4805896282196045
384,3.4570295810699463
385,3.4288363456726074
386,3.397291421890259
387,3.367816686630249
388,3.324738025665283
389,3.2675628662109375
390,3.197572708129883
391,3.129061222076416
392,3.0656754970550537
393,3.0126407146453857
394,2.955071210861206
395,2.916724443435669
396,2.8839967250823975
397,2.847522735595703
398,2.8976004123687744
399,2.8568878173828125
400,2.8159780502319336
401,2.7788140773773193
402,2.7464804649353027
403,2.7205545902252197
404,2.6948258876800537
405,2.6689984798431396
406,2.6594364643096924
407,2.675504684448242
408,2.689009666442871
409,2.679841995239258
410,2.665153980255127
411,2.6557888984680176
412,2.6467199325561523
413,2.650662899017334
414,2.6681113243103027
415,2.7002475261688232
416,2.741748809814453
417,2.759197235107422
418,2.729722499847412
419,2.7611687183380127
420,2.807894706726074
421,2.8322432041168213
422,2.8057258129119873
423,2.7198646068573
424,2.5879673957824707
425,2.454591751098633
426,2.2971630096435547
427,2.1391425132751465
428,2.0039925575256348
429,1.886783480644226
430,1.788599967956543
431,1.7130893468856812
432,1.6456620693206787
433,1.5779391527175903
434,1.5101176500320435
435,1.5738974809646606
436,1.5001612901687622
437,1.4469292163848877
438,1.4066108465194702
439,1.3728973865509033
440,1.3430283069610596
441,1.3127648830413818
442,1.284177303314209
443,1.2774739265441895
444,1.282599925994873
445,1.2916691303253174
446,1.4802485704421997
447,1.4269179105758667
448,1.362842321395874
449,1.2982738018035889
450,1.243661880493164
451,1.1996960639953613
452,1.164898157119751
453,1.137296199798584
454,1.112356185913086
455,1.0888946056365967
456,1.0646443367004395
457,1.0400986671447754
458,1.0140740871429443
459,0.9870636463165283
460,0.9579832553863525
461,0.9279170036315918
462,0.8969635963439941
463,0.8663058280944824
464,0.8371269702911377
465,0.8107080459594727
466,0.7918796539306641
467,0.7856693267822266
468,0.792865514755249
469,0.8301277160644531
470,0.911651611328125
471,1.0121023654937744
472,1.0916547775268555
473,1.1557302474975586
474,1.2268049716949463
475,1.2525336742401123
476,1.2383384704589844
477,1.2192144393920898
478,1.1418309211730957
479,1.0927391052246094
480,1.0591239929199219
481,1.0225517749786377
482,0.9928798675537109
483,0.9595603942871094
484,0.912834644317627
485,0.8554623126983643
486,0.7985830307006836
487,0.7554059028625488
488,0.7247481346130371
489,0.7102572917938232
490,0.6636300086975098
491,0.6231143474578857
492,0.592949628829956
493,0.5863449573516846
494,0.592850923538208
495,0.6049761772155762
496,0.6229171752929688
497,0.6433229446411133
498,0.6645171642303467
499,0.699315071105957
500,0.7547156810760498
501,0.8509278297424316
502,1.0130882263183594
503,1.2155671119689941
504,1.4502809047698975
505,1.6596601009368896
506,1.8701237440109253
507,2.1276090145111084
508,2.348029136657715
509,2.506739377975464
510,2.607880115509033
511,2.689601182937622
512,2.7361299991607666
513,2.744114637374878
514,2.705767869949341
515,2.649874210357666
516,2.572195053100586
517,2.491361141204834
518,2.4751944541931152
519,2.3816440105438232
520,2.295684337615967
521,2.224313735961914
522,2.171574592590332
523,2.130960702896118
524,2.0899524688720703
525,2.0463809967041016
526,1.9868398904800415
527,1.9507604837417603
528,1.9320306777954102
529,1.9184268712997437
530,2.038198947906494
531,2.025679588317871
532,2.0075411796569824
533,2.001823902130127
534,2.0171031951904297
535,2.0479581356048584
536,2.0871920585632324
537,2.132340908050537
538,2.1556053161621094
539,2.1918816566467285
540,2.2307214736938477
541,2.2711381912231445
542,2.3796725273132324
543,2.4084572792053223
544,2.4178221225738525
545,2.4069786071777344
546,2.384009838104248
547,2.3534507751464844
548,2.3106679916381836
549,2.2722227573394775
550,2.2751801013946533
551,2.320525884628296
552,2.3626184463500977
553,2.373856544494629
554,2.343198776245117
555,2.267885208129883
556,2.1813340187072754
557,2.079897403717041
558,1.9803338050842285
559,1.8870792388916016
560,1.8014150857925415
561,1.7204827070236206
562,1.6399445533752441
563,1.5715315341949463
564,1.5101176500320435
565,1.4529424905776978
566,1.397640347480774
567,1.3428311347961426
568,1.2903876304626465
569,1.242774486541748
570,1.2002875804901123
571,1.16361665725708
572,1.1326632499694824
573,1.1082158088684082
574,1.097963809967041
575,1.0872187614440918
576,1.0692775249481201
577,1.043647289276123
578,1.0098352432250977
579,0.9771072864532471
580,0.9369862079620361
581,0.9013009071350098
582,0.8698546886444092
583,0.8429429531097412
584,0.8206644058227539
585,0.8011460304260254
586,0.7837963104248047
587,0.7721641063690186
588,0.7605319023132324
589,0.7501811981201172
590,0.7412106990814209
591,0.7335214614868164
592,0.726621150970459
593,0.7209036350250244
594,0.7152845859527588
595,0.7106513977050781
596,0.7065112590789795
597,0.699906587600708
598,0.6932032108306885
599,0.6937947273254395
600,0.6977379322052002
601,0.6972448825836182
602,0.6902458667755127
603,0.7280998229980469
604,0.7224807739257812
605,0.7204108238220215
606,0.7188334465026855
607,0.7142989635467529
608,0.7015824317932129
609,0.6815710067749023
610,0.659489631652832
611,0.6434214115142822
612,0.6315920352935791
613,0.6240015029907227
614,0.63287353515625
615,0.6274518966674805
616,0.6183826923370361
617,0.6056661605834961
618,0.5903866291046143
619,0.5741212368011475
620,0.5578558444976807
621,0.5424778461456299
622,0.5232551097869873
623,0.5092570781707764
624,0.4977233409881592
625,0.48993587493896484
626,0.48717570304870605
627,0.49338603019714355
628,0.5073840618133545
629,0.5247337818145752
630,0.5427734851837158
631,0.5629818439483643
632,0.5864434242248535
633,0.6168053150177002
634,0.63287353515625
635,0.6839368343353271
636,0.7324371337890625
637,0.7726569175720215
638,0.8125810623168945
639,0.8635456562042236
640,0.9240725040435791
641,0.9886410236358643
642,1.058631181716919
643,1.1183693408966064
644,1.1546459197998047
645,1.1869795322418213
646,1.2079765796661377
647,1.3023154735565186
648,1.428495168685913
649,1.528157353401184
650,1.564039707183838
651,1.5541819334030151
652,1.5715315341949463
653,1.5962746143341064
654,1.601794958114624
655,1.6046537160873413
656,1.6253551244735718
657,1.6484222412109375
658,1.5668984651565552
659,1.5428454875946045
660,1.5622652769088745
661,1.5975561141967773
662,1.6921908855438232
663,1.702738642692566
664,1.6781927347183228
665,1.6413246393203735
666,1.6062309741973877
667,1.5839524269104004
668,1.5539847612380981
669,1.524214267730713
670,1.4993726015090942
671,1.5396909713745117
672,1.6264394521713257
673,1.7399024963378906
674,1.8541542291641235
675,2.077334403991699
676,2.0847277641296387
677,2.0236093997955322
678,1.9342979192733765
679,1.8277353048324585
680,1.7224541902542114
681,1.6330441236495972
682,1.576559066772461
683,1.5642368793487549
684,1.5665041208267212
685,1.5454084873199463
686,1.8188633918762207
687,1.7713488340377808
688,1.7524218559265137
689,1.7466057538986206
690,1.7440427541732788
691,1.74729585647583
692,1.767997145652771
693,1.7850511074066162
694,1.7796293497085571
695,1.795894742012024
696,1.861153244972229
697,1.9657442569732666
698,2.0860092639923096
699,2.1936562061309814
700,2.294796943664551
701,2.343888759613037
702,2.3577880859375
703,2.4027397632598877
704,2.4616892337799072
705,2.4877138137817383
706,2.369913339614868
707,2.291445255279541
708,2.237523317337036
709,2.201641082763672
710,2.1535348892211914
711,2.1000072956085205
712,2.038001775741577
713,1.961111068725586
714,1.8846147060394287
715,1.8299040794372559
716,1.814033031463623
717,1.8419305086135864
718,1.908569097518921
719,2.0104000568389893
720,1.0003716945648193
721,0.9579832553863525
722,0.924762487411499
723,0.991401195526123
724,0.9472382068634033
725,0.9048497676849365
726,0.8667001724243164
727,0.8374226093292236
728,0.8248045444488525
729,0.833183765411377
730,0.845111608505249
731,0.8687703609466553
732,0.8835570812225342
733,0.8875987529754639
734,0.9990901947021484
735,0.9742486476898193
736,0.9464497566223145
737,0.9158904552459717
738,0.8882887363433838
739,0.8687703609466553
740,0.8606870174407959
741,0.8727133274078369
742,0.9074127674102783
743,0.9498012065887451
744,0.99228835105896
745,1.0232417583465576
746,1.032015085220337
747,1.0299451351165771
748,1.0249176025390625
749,1.0216646194458008
750,1.0215659141540527
751,1.0257062911987305
752,1.0337896347045898
753,1.0498578548431396
754,1.0813040733337402
755,1.1044697761535645
756,1.1136376857757568
757,1.1316773891448975
758,1.1598706245422363
759,1.1787974834442139
760,1.1925983428955078
761,1.1953587532043457
762,1.1845149993896484
763,1.176431655883789
764,1.1736714839935303
765,1.1676583290100098
766,1.1532659530639648
767,1.1173834800720215
768,1.0603070259094238
769,0.9967243671417236
770,0.9377748966217041
771,0.8897674083709717
772,0.8502376079559326
773,0.8222415447235107
774,0.7994701862335205
775,0.7735440731048584
776,0.7491953372955322
777,0.7239594459533691
778,0.6855142116546631
779,0.6503219604492188
780,0.6185798645019531
781,0.5881192684173584
782,0.5581517219543457
783,0.5306484699249268
784,0.5056097507476807
785,0.48549985885620117
786,0.4699244499206543
787,0.45701074600219727
788,0.44823741912841797
789,0.4455757141113281
790,0.4423227310180664
791,0.43601369857788086
792,0.4266488552093506
793,0.4181711673736572
794,0.4105806350708008
795,0.40062427520751953
796,0.3900763988494873
797,0.3806130886077881
798,0.37154388427734375
799,0.3621790409088135
800,0.35439133644104004
801,0.35074400901794434
802,0.3495609760284424
803,0.35291266441345215
804,0.35636281967163086
805,0.35360264778137207
806,0.34611082077026367
807,0.3374359607696533
808,0.3314225673675537
809,0.32915544509887695
810,0.328169584274292
811,0.328366756439209
812,0.32895827293395996
813,0.33004260063171387
814,0.3245222568511963
815,0.33299994468688965
816,0.3449277877807617
817,0.36277031898498535
818,0.38978075981140137
819,0.4238886833190918
820,0.4628269672393799
821,0.4892456531524658
822,0.5088627338409424
823,0.5329155921936035
824,0.5628833770751953
825,0.594428300857544
826,0.5948226451873779
827,0.6294233798980713
828,0.6861057281494141
829,0.7725584506988525
830,0.8751778602600098
831,0.9814448356628418
832,1.0991466045379639
833,1.2095539569854736
834,1.2928521633148193
835,1.2892048358917236
836,1.2368597984313965
837,1.1680526733398438
838,1.1225097179412842
839,1.0826842784881592
840,1.0287621021270752
841,0.9618277549743652
842,0.8950905799865723
843,0.8354511260986328
844,0.7840919494628906
845,0.7461395263671875
846,0.7148904800415039
847,0.6888659000396729
848,0.6646156311035156
849,0.6414499282836914
850,0.6211428642272949
851,0.6110880374908447
852,0.6024131774902344
853,0.5957098007202148
854,0.5916681289672852
855,0.5909781455993652
856,0.593738317489624
857,0.6012301445007324
858,0.6143410205841064
859,0.6303105354309082
860,0.6535749435424805
861,0.6711218357086182
862,0.6646156311035156
863,0.6617569923400879
864,0.6719105243682861
865,0.7064125537872314
866,0.7904994487762451
867,0.9479284286499023
868,1.191908359527588
869,1.4277065992355347
870,1.570052981376648
871,1.5818822383880615
872,1.5047943592071533
873,1.4341140985488892
874,1.3433239459991455
875,1.2602229118347168
876,1.1872751712799072
877,1.1213266849517822
878,1.0770652294158936
879,1.0376341342926025
880,1.005399227142334
881,0.9728684425354004
882,0.9373805522918701
883,0.898245096206665
884,0.85910964012146
885,0.8233258724212646
886,0.7852749824523926
887,0.7534341812133789
888,0.7253396511077881
889,0.7012865543365479
890,0.6776280403137207
891,0.6612639427185059
892,0.6483502388000488
893,0.6405627727508545
894,0.6381967067718506
895,0.6372110843658447
896,0.6349437236785889
897,0.6311976909637451
898,0.6174955368041992
899,0.6117780208587646
900,0.6114821434020996
901,0.6184811592102051
902,0.6413512229919434
903,0.6404640674591064
904,0.6377038955688477
905,0.6376054286956787
906,0.6370139122009277
907,0.6312963962554932
908,0.620847225189209
909,0.6084263324737549
910,0.5917665958404541
911,0.5790500640869141
912,0.5684037208557129
913,0.5656435489654541
914,0.5730369091033936
915,0.579247236251831
916,0.5831904411315918
917,0.5972869396209717
918,0.6250860691070557
919,0.6683616638183594
920,0.7143974304199219
921,0.7329301834106445
922,0.7122287750244141
923,0.6896543502807617
924,0.6695444583892822
925,0.6610667705535889
926,0.6568279266357422
927,0.6649115085601807
928,0.6786136627197266
929,0.6686573028564453
930,0.646378755569458
931,0.6394784450531006
932,0.6566307544708252
933,0.6782193183898926
934,0.6970477104187012
935,0.7241566181182861
936,0.8040046691894531
937,0.9235796928405762
938,1.123199701309204
939,1.4477179050445557
940,1.753801941871643
941,1.915371060371399
942,1.9768835306167603
943,1.95480215549469
944,1.9415926933288574
945,1.9521405696868896
946,1.854548454284668
947,1.7318191528320312
948,1.6300867795944214
949,1.5332833528518677
950,1.4354941844940186
951,1.3121733665466309
952,1.2005832195281982
953,1.1008224487304688
954,1.0161442756652832
955,0.9453651905059814
956,0.886908769607544
957,0.8374226093292236
958,0.7945411205291748
959,0.7588560581207275
960,0.725635290145874
961,0.6946818828582764
962,0.6678688526153564
963,0.6558423042297363
964,0.6502232551574707
965,0.6519978046417236
966,0.6575181484222412
967,0.6652071475982666
968,0.6753606796264648
969,0.6934003829956055
970,0.6851198673248291
971,0.6822609901428223
972,0.6790080070495605
973,0.674079179763794
974,0.6614611148834229
975,0.6379997730255127
976,0.6129608154296875
977,0.5902879238128662
978,0.5684037208557129
979,0.5472095012664795
980,0.5257196426391602
981,0.5057082176208496
982,0.487471342086792
983,0.473966121673584
984,0.45957374572753906
985,0.4446885585784912
986,0.43039488792419434
987,0.41757965087890625
988,0.40604615211486816
989,0.4007227420806885
990,0.39983558654785156
991,0.4008214473724365
992,0.4020044803619385
993,0.4039759635925293
994,0.4091019630432129
995,0.4302961826324463
996,0.447843074798584
997,0.460559606552124
998,0.4695301055908203
999,0.48185229301452637
1000,0.49703335762023926
1001,0.5150730609893799
1002,0.5347886085510254
1003,0.5559828281402588
1004,0.5755999088287354
1005,0.5920624732971191
1006,0.5976812839508057
1007,0.607736349105835
1008,0.6149325370788574
1009,0.6187770366668701
1010,0.620551347732544
1011,0.6209456920623779
1012,0.6178898811340332
1013,0.6096093654632568
1014,0.5992586612701416
1015,0.5874292850494385
1016,0.5749099254608154
1017,0.5613062381744385
1018,0.5388302803039551
1019,0.5245366096496582
1020,0.5100457668304443
1021,0.49811768531799316
1022,0.4863870143890381
1023,0.4724874496459961
1024,0.45868659019470215
1025,0.44744873046875
1026,0.4373939037322998
1027,0.4281275272369385
1028,0.41797399520874023
1029,0.40920066833496094
1030,0.39677977561950684
1031,0.3984556198120117
1032,0.4023001194000244
1033,0.4125521183013916
1034,0.43295788764953613
1035,0.45523643493652344
1036,0.46854448318481445
1037,0.4900343418121338
1038,0.5357744693756104
1039,0.6118764877319336
1040,0.6925132274627686
1041,0.7388448715209961
1042,0.7778816223144531
1043,0.8347609043121338
1044,0.9415206909179688
1045,1.0822899341583252
1046,1.423763394355774
1047,1.450576663017273
1048,1.477094054222107
1049,1.5192853212356567
1050,1.57596755027771
1051,1.634917140007019
1052,1.6998798847198486
1053,1.782981038093567
1054,1.7638568878173828
1055,1.7506474256515503
1056,1.726890206336975
1057,1.72856605052948
1058,1.7458171844482422
1059,1.7563649415969849
1060,1.763166904449463
1061,1.7703630924224854
1062,1.7841639518737793
1063,1.7930359840393066
1064,1.793627381324768
1065,1.7925430536270142
1066,1.720581293106079
1067,1.6879520416259766
1068,1.6912050247192383
1069,1.7246229648590088
1070,1.7757848501205444
1071,1.8186662197113037
1072,1.8494224548339844
1073,1.8692365884780884
1074,1.8800801038742065
1075,1.8868820667266846
1076,1.8918108940124512
1077,1.8995000123977661
1078,1.8705180883407593
1079,1.875545620918274
1080,1.9057103395462036
1081,1.9530277252197266
1082,2.0089213848114014
1083,2.066096544265747
1084,2.121891498565674
1085,2.161026954650879
1086,2.170786142349243
1087,2.187544345855713
1088,2.215441942214966
1089,2.2340731620788574
1090,2.134213924407959
1091,2.090938091278076
1092,2.0846290588378906
1093,2.0982327461242676
1094,2.118638515472412
1095,2.1510705947875977
1096,2.1793622970581055
1097,2.2048940658569336
1098,2.2283554077148438
1099,2.2579288482666016
1100,2.2761659622192383
1101,2.304950714111328
1102,2.27872896194458
1103,2.2833619117736816
1104,2.3110623359680176
1105,2.3502964973449707
1106,2.4065842628479004
1107,2.5935864448547363
1108,2.6174421310424805
1109,2.6304545402526855
1110,2.6319332122802734
1111,2.6429738998413086
1112,2.6459312438964844
1113,2.622075319290161
1114,2.5618443489074707
1115,2.5014162063598633
1116,2.437242031097412
1117,2.3798696994781494
1118,2.361337184906006
1119,2.3234832286834717
1120,2.2994301319122314
1121,2.213864803314209
1122,2.1113438606262207
1123,2.0449023246765137
1124,2.0170047283172607
1125,1.993543267250061
1126,1.9507604837417603
1127,1.939818263053894
1128,1.9388325214385986
1129,1.9321292638778687
1130,1.9170467853546143
1131,1.873672604560852
1132,1.8130472898483276
1133,1.7579421997070312
1134,1.7008657455444336
1135,1.6413246393203735
1136,1.58799409866333
1137,1.543436884880066
1138,1.488726258277893
1139,1.4334241151809692
1140,1.3795020580291748
1141,1.336817741394043
1142,1.2916691303253174
1143,1.2503650188446045
1144,1.204822063446045
1145,1.1562232971191406
1146,1.109891653060913
1147,1.0679960250854492
1148,1.030635118484497
1149,0.9978086948394775
1150,0.9670524597167969
1151,0.9439852237701416
1152,0.9307758808135986
1153,0.9195380210876465
1154,0.9053428173065186
1155,0.8934147357940674
1156,0.8813881874084473
1157,0.8613770008087158
1158,0.8369297981262207
1159,0.8136653900146484
1160,0.7944426536560059
1161,0.7816276550292969
1162,0.765855073928833
1163,0.7709810733795166
1164,0.7912881374359131
1165,0.8166227340698242
1166,0.8419570922851562
1167,0.8534908294677734
1168,0.8454074859619141
1169,0.8264803886413574
1170,0.8030190467834473
1171,0.7819232940673828
1172,0.7678265571594238
1173,0.7665450572967529
1174,0.792963981628418
1175,0.847083330154419
1176,0.9298884868621826
1177,1.0612928867340088
1178,1.2600257396697998
1179,1.6467465162277222
1180,1.9760949611663818
1181,2.334819793701172
1182,2.639129400253296
1183,2.875617504119873
1184,3.0836167335510254
1185,3.2660841941833496
1186,3.4253859519958496
1187,3.542003631591797
1188,3.6410741806030273
1189,3.7444825172424316
1190,3.9308929443359375
1191,4.038244247436523
1192,4.098672389984131
1193,4.127161502838135
1194,4.134751796722412
1195,4.119768142700195
1196,4.103305816650391
1197,4.089110374450684
1198,4.028977870941162
1199,4.053622245788574
1200,4.095518112182617
1201,4.126372814178467
1202,4.16097354888916
1203,4.19379997253418
1204,4.228105068206787
1205,4.248510837554932
1206,4.233329772949219
1207,4.215684413909912
1208,4.188082695007324
1209,4.162846565246582
1210,3.990828514099121
1211,3.857156753540039
1212,3.751382827758789
1213,3.6755764484405518
1214,3.6813926696777344
1215,3.644721746444702
1216,3.618697166442871
1217,3.5879409313201904
1218,3.555015802383423
1219,3.5207107067108154
1220,3.4839413166046143
1221,3.446284532546997
1222,3.3900952339172363
1223,3.36574649810791
1224,3.3057124614715576
1225,3.2162039279937744
1226,3.130441188812256
1227,3.0794763565063477
1228,3.062915325164795
1229,3.037580966949463
1230,2.9778428077697754
1231,2.889615535736084
1232,2.7885732650756836
1233,2.689798355102539
1234,2.649677276611328
1235,2.612414836883545
1236,2.542720317840576
1237,2.44010066986084
1238,2.3381712436676025
1239,2.237621784210205
1240,2.1233701705932617
1241,2.0080342292785645
1242,1.902457356452942
1243,1.82024347782135
1244,1.7589280605316162
1245,1.707864761352539
1246,1.667250633239746
1247,1.6269323825836182
1248,1.5897685289382935
1249,1.5564491748809814
1250,1.536339282989502
1251,1.6058366298675537
1252,1.6048508882522583
1253,1.621806263923645
1254,1.6584771871566772
1255,1.7101320028305054
1256,1.7589280605316162
1257,1.7731232643127441
1258,1.800034999847412
1259,1.861843228340149
1260,1.9146809577941895
1261,1.9381425380706787
1262,2.0082311630249023
1263,1.974419116973877
1264,1.9562808275222778
1265,1.9632798433303833
1266,1.9827982187271118
1267,2.0076398849487305
1268,2.0451979637145996
1269,2.130664825439453
1270,2.2724199295043945
