,Dec
279,0.9883451461791992
280,0.9695167541503906
281,0.9551246166229248
282,0.9533500671386719
283,0.9547302722930908
284,0.9460554122924805
285,0.9332401752471924
286,0.9225938320159912
287,0.9021883010864258
288,0.8745863437652588
289,0.8484632968902588
290,0.8217487335205078
291,0.8043990135192871
292,0.8103137016296387
293,0.8340709209442139
294,0.8697562217712402
295,0.9222981929779053
296,0.978191614151001
297,1.0142712593078613
298,1.0129897594451904
299,1.003624677658081
300,0.9899225234985352
301,0.9849936962127686
302,0.9830219745635986
303,0.9882466793060303
304,0.9996817111968994
305,1.0156512260437012
306,1.0341839790344238
307,1.0532095432281494
308,1.0697705745697021
309,1.0777552127838135
310,1.083867073059082
311,1.0940206050872803
312,1.1088073253631592
313,1.1541531085968018
314,1.2196087837219238
315,1.3409581184387207
316,1.4473235607147217
317,1.5435354709625244
318,1.6065267324447632
319,1.661237359046936
320,1.716243863105774
321,1.7391139268875122
322,1.6592658758163452
323,1.6026822328567505
324,1.6152015924453735
325,1.6706023216247559
326,1.8339457511901855
327,1.934199333190918
328,1.9976835250854492
329,2.0606746673583984
330,2.104837417602539
331,2.080193042755127
332,1.9977821111679077
333,1.9036402702331543
334,1.7445356845855713
335,1.629298210144043
336,1.5460984706878662
337,1.4631946086883545
338,1.381966471672058
339,1.2877261638641357
340,1.2055120468139648
341,1.136014699935913
342,1.0777552127838135
343,1.0274806022644043
344,0.9858808517456055
345,0.951674222946167
346,0.9176650047302246
347,0.898540735244751
348,0.9026811122894287
349,0.9412250518798828
350,1.0259034633636475
351,1.0644474029541016
352,1.0820927619934082
353,1.0914576053619385
354,1.1058499813079834
355,1.1303958892822266
356,1.1620392799377441
357,1.1982173919677734
358,1.2409017086029053
359,1.269489049911499
360,1.2779667377471924
361,1.2739250659942627
362,1.2643630504608154
363,1.256575584411621
364,1.2421832084655762
365,1.2325224876403809
366,1.2523365020751953
367,1.2771782875061035
368,1.2784597873687744
369,1.242774486541748
370,1.164503812789917
371,1.1024982929229736
372,1.0672075748443604
373,1.0486748218536377
374,1.0341839790344238
375,1.0136797428131104
376,0.9812476634979248
377,0.9379720687866211
378,0.8913445472717285
379,0.8497447967529297
380,0.8147497177124023
381,0.7871479988098145
382,0.7570817470550537
383,0.7423934936523438
384,0.7381546497344971
385,0.7377603054046631
386,0.7255368232727051
387,0.700005054473877
388,0.6688544750213623
389,0.6376054286956787
390,0.6090178489685059
391,0.5853590965270996
392,0.5674178600311279
393,0.5524342060089111
394,0.5371546745300293
395,0.5366616249084473
396,0.5476038455963135
397,0.5631790161132812
398,0.5867393016815186
399,0.6150310039520264
400,0.6441113948822021
401,0.6743748188018799
402,0.7053282260894775
403,0.7350988388061523
404,0.7627005577087402
405,0.7876408100128174
406,0.806272029876709
407,0.8257904052734375
408,0.8412671089172363
409,0.8523077964782715
410,0.8608841896057129
411,0.8632500171661377
412,0.8626585006713867
413,0.8613770008087158
414,0.8552651405334473
415,0.8495476245880127
416,0.845308780670166
417,0.8427457809448242
418,0.8469846248626709
419,0.8623628616333008
420,0.8882887363433838
421,0.9338316917419434
422,1.005596399307251
423,1.0272834300994873
424,1.0366482734680176
425,1.0528151988983154
426,1.070953369140625
427,1.084360122680664
428,1.0877115726470947
429,1.0776567459106445
430,1.0413801670074463
431,1.017425775527954
432,0.9984002113342285
433,0.9671509265899658
434,0.9346203804016113
435,0.9070184230804443
436,0.884148359298706
437,0.8794167041778564
438,0.8840498924255371
439,0.8789238929748535
440,0.8734035491943359
441,0.885725736618042
442,0.9174678325653076
443,0.9598562717437744
444,0.992091178894043
445,1.033296823501587
446,1.0935277938842773
447,1.1828391551971436
448,1.3135533332824707
449,1.481924295425415
450,1.6492109298706055
451,1.7913601398468018
452,1.8995985984802246
453,1.9377481937408447
454,1.860364556312561
455,1.7698701620101929
456,1.6649833917617798
457,1.5720244646072388
458,1.4870504140853882
459,1.4411131143569946
460,1.3781219720840454
461,1.323904037475586
462,1.2749109268188477
463,1.231043815612793
464,1.1923027038574219
465,1.1568148136138916
466,1.1165950298309326
467,1.084557056427002
468,1.0631659030914307
469,1.0484776496887207
470,1.0533080101013184
471,1.0406899452209473
472,1.032113790512085
473,1.0258047580718994
474,1.020185947418213
475,1.0145668983459473
476,1.0081593990325928
477,1.0009632110595703
478,0.991992712020874
479,0.9841063022613525
480,0.9715869426727295
481,0.9564061164855957
482,0.9393520355224609
483,0.966362476348877
484,0.9508857727050781
485,0.9338316917419434
486,0.9162847995758057
487,0.89923095703125
488,0.8810925483703613
489,0.8624613285064697
490,0.8419570922851562
491,0.8259875774383545
492,0.8106093406677246
493,0.7973999977111816
494,0.8038074970245361
495,0.7975971698760986
496,0.7963156700134277
497,0.7997658252716064
498,0.8096237182617188
499,0.8215515613555908
500,0.8299307823181152
501,0.8238189220428467
502,0.8249032497406006
503,0.819974422454834
504,0.8166227340698242
505,0.8141582012176514
506,0.8081450462341309
507,0.8006529808044434
508,0.7872464656829834
509,0.7681224346160889
510,0.7451536655426025
511,0.7195234298706055
512,0.6963577270507812
513,0.6795995235443115
514,0.6494348049163818
515,0.6274518966674805
516,0.6111865043640137
517,0.5989627838134766
518,0.5862462520599365
519,0.5728397369384766
520,0.5636720657348633
521,0.5603203773498535
522,0.5618975162506104
523,0.5637705326080322
524,0.568305253982544
525,0.5778672695159912
526,0.5898935794830322
527,0.619072675704956
528,0.6712203025817871
529,0.7409148216247559
530,0.7995686531066895
531,0.846491813659668
532,0.9042582511901855
533,0.991795539855957
534,1.097569465637207
535,1.2211859226226807
536,1.3651096820831299
537,1.5347620248794556
538,1.6724752187728882
539,1.8014150857925415
540,1.9239473342895508
541,2.041254997253418
542,2.185178518295288
543,2.281784772872925
544,2.3236804008483887
545,2.306330680847168
546,2.251817226409912
547,2.1936562061309814
548,2.150084972381592
549,2.117554187774658
550,2.0569286346435547
551,2.014934539794922
552,1.9822068214416504
553,1.9432685375213623
554,1.8916137218475342
555,1.9646599292755127
556,1.886191964149475
557,1.8083155155181885
558,1.7331992387771606
559,1.662420392036438
560,1.5988376140594482
561,1.5408738851547241
562,1.4844874143600464
563,1.4334241151809692
564,1.3870924711227417
565,1.3444082736968994
566,1.3119761943817139
567,1.2765867710113525
568,1.244055986404419
569,1.2134969234466553
570,1.1844165325164795
571,1.1560261249542236
572,1.1273398399353027
573,1.0991466045379639
574,1.0691790580749512
575,1.0399014949798584
576,1.0117082595825195
577,0.9851906299591064
578,0.9627149105072021
579,0.9452667236328125
580,0.9337332248687744
581,0.9262411594390869
582,0.9258468151092529
583,0.9329445362091064
584,0.9525613784790039
585,0.9961328506469727
586,1.043943166732788
587,1.1160035133361816
588,1.2023577690124512
589,1.270672082901001
590,1.296597957611084
591,1.2952179908752441
592,1.2864444255828857
593,1.2637715339660645
594,1.2207918167114258
595,1.1676583290100098
596,1.1147220134735107
597,1.0681931972503662
598,1.0374369621276855
599,1.0088493824005127
600,0.9713897705078125
601,0.9324514865875244
602,0.8964707851409912
603,0.8642356395721436
604,0.8382112979888916
605,0.8201713562011719
606,0.8102149963378906
607,0.8099193572998047
608,0.8181014060974121
609,0.832690954208374
610,0.8480689525604248
611,0.8686716556549072
612,0.8877959251403809
613,0.9042582511901855
614,0.9165806770324707
615,0.9250583648681641
616,0.9291000366210938
617,0.9304800033569336
618,0.9299871921539307
619,0.9274241924285889
620,0.9216079711914062
621,0.9113559722900391
622,0.9024839401245117
623,0.898836612701416
624,0.9040610790252686
625,0.9282126426696777
626,0.9759244918823242
627,1.0615885257720947
628,1.0795297622680664
629,1.0645458698272705
630,1.0353667736053467
631,1.0034277439117432
632,0.9770088195800781
633,0.9562089443206787
634,0.9215095043182373
635,0.8979494571685791
636,0.8815853595733643
637,0.8712348937988281
638,0.9175662994384766
639,0.9066243171691895
640,0.8939077854156494
641,0.8783323764801025
642,0.8637428283691406
643,0.8520121574401855
644,0.8420557975769043
645,0.8340709209442139
646,0.8214530944824219
647,0.8139610290527344
648,0.8089334964752197
649,0.8061733245849609
650,0.8049905300140381
651,0.8045961856842041
652,0.8043005466461182
653,0.8034131526947021
654,0.8023288249969482
655,0.8006529808044434
656,0.7973999977111816
657,0.7940483093261719
658,0.792273998260498
659,0.7911896705627441
660,0.7892179489135742
661,0.7867536544799805
662,0.7897109985351562
663,0.7969071865081787
664,0.8065676689147949
665,0.8251988887786865
666,0.8534908294677734
667,0.8760650157928467
668,0.8799095153808594
669,0.8650243282318115
670,0.8525049686431885
671,0.8637428283691406
672,0.8969635963439941
673,0.9444780349731445
674,1.0082578659057617
675,1.085542917251587
676,1.1449854373931885
677,1.13887357711792
678,1.1028926372528076
679,1.0677003860473633
680,1.0512378215789795
681,1.0737135410308838
682,1.0881059169769287
683,1.1397607326507568
684,1.2107367515563965
685,1.2956123352050781
686,1.3797976970672607
687,1.4587585926055908
688,1.5380151271820068
689,1.6095826625823975
690,1.6750383377075195
691,1.7515347003936768
692,1.8231022357940674
693,1.8817559480667114
694,1.9312419891357422
695,1.9373538494110107
696,1.9039360284805298
697,1.8441978693008423
698,1.7424654960632324
699,1.687853455543518
700,1.5934158563613892
701,1.510216236114502
702,1.4451547861099243
703,1.4051322937011719
704,1.3906413316726685
705,1.3932043313980103
706,1.42869234085083
707,1.4708836078643799
708,1.4854731559753418
709,1.5119905471801758
710,1.5786291360855103
711,1.6104698181152344
712,1.6569985151290894
713,1.7448314428329468
714,1.8670679330825806
715,2.0064568519592285
716,2.1267218589782715
717,2.211104393005371
718,2.225792407989502
719,2.2570416927337646
720,2.27813720703125
721,2.2619705200195312
722,2.200556755065918
723,2.121102809906006
724,2.038987636566162
725,1.960026741027832
726,1.8935853242874146
727,1.842029094696045
728,1.807329773902893
729,1.7971762418746948
730,1.7963875532150269
731,1.802795171737671
732,1.793824553489685
733,1.7715460062026978
734,1.8298054933547974
735,1.79550039768219
736,1.7521260976791382
737,1.708751916885376
738,1.6738554239273071
739,1.6492109298706055
740,1.628213882446289
741,1.609286904335022
742,1.5953874588012695
743,1.583459496498108
744,0.4436042308807373
745,0.4530677795410156
746,0.45592641830444336
747,0.460559606552124
748,0.46489691734313965
