,Aug
646,0.49703335762023926
647,0.5626862049102783
648,0.6245930194854736
649,0.67299485206604
650,0.7028639316558838
651,0.7711782455444336
652,0.7706854343414307
653,0.7695024013519287
654,0.766643762588501
655,0.7596447467803955
656,0.7482097148895264
657,0.7343101501464844
658,0.7069056034088135
659,0.6902458667755127
660,0.6868941783905029
661,0.6936960220336914
662,0.8346624374389648
663,0.8279590606689453
664,0.8304235935211182
665,0.8343665599822998
666,0.833380937576294
667,0.8272690773010254
668,0.8267762660980225
669,0.8383097648620605
670,0.8618698120117188
671,0.8819797039031982
672,0.8944005966186523
673,0.912341833114624
674,0.9314658641815186
675,0.9496040344238281
676,0.9612362384796143
677,0.9662637710571289
678,0.9718828201293945
679,0.9769101142883301
680,0.9854865074157715
681,0.9935698509216309
682,0.9791774749755859
683,0.9770088195800781
684,0.9826276302337646
685,0.9925839900970459
686,1.0071735382080078
687,1.0214674472808838
688,1.031522274017334
689,1.0392112731933594
690,1.0390143394470215
691,1.0341839790344238
692,1.0292549133300781
693,1.0290579795837402
694,1.044534683227539
695,1.057546854019165
696,1.069869041442871
697,1.0900776386260986
698,1.1136376857757568
699,1.1406478881835938
700,1.1627295017242432
701,1.1681511402130127
702,1.163320779800415
703,1.1578004360198975
704,1.1546459197998047
705,1.1560261249542236
706,1.1542515754699707
707,1.1667711734771729
708,1.1864867210388184
709,1.2059063911437988
710,1.2277908325195312
711,1.2486891746520996
712,1.2752065658569336
713,1.2921619415283203
714,1.2921619415283203
715,1.2737278938293457
716,1.2494778633117676
717,1.2218761444091797
718,1.2149755954742432
719,1.2146799564361572
720,1.2224674224853516
721,1.2336068153381348
722,1.243070363998413
723,1.3709256649017334
724,1.336127758026123
725,1.3117790222167969
726,1.2908804416656494
727,1.271263599395752
728,1.2509565353393555
729,1.2261149883270264
730,1.191119909286499
731,1.1745586395263672
732,1.1675596237182617
733,1.1604621410369873
734,1.2349870204925537
735,1.1960487365722656
736,1.1524772644042969
737,1.1081173419952393
738,1.070361852645874
739,1.0406899452209473
740,1.016341209411621
741,0.9949500560760498
742,0.9889366626739502
743,0.9861764907836914
744,0.7587575912475586
745,0.7761070728302002
746,0.7807402610778809
747,0.7871479988098145
748,0.779557466506958
749,0.7626020908355713
750,0.7425906658172607
751,0.7237622737884521
752,0.7108485698699951
753,0.7153832912445068
754,0.7225794792175293
755,0.7697982788085938
756,0.8026247024536133
757,0.8216500282287598
758,0.8548707962036133
759,0.9413235187530518
760,1.0432531833648682
761,1.097963809967041
762,1.1226081848144531
763,1.150998592376709
764,1.175840139389038
765,1.1961472034454346
766,1.2367613315582275
767,1.25667405128479
768,1.2910776138305664
769,1.3338603973388672
770,1.389556884765625
771,1.4458448886871338
772,1.4901063442230225
773,1.5409724712371826
774,1.5534918308258057
775,1.5528018474578857
776,1.567588448524475
777,1.589669942855835
778,1.463588833808899
779,1.3661940097808838
780,1.3062586784362793
781,1.2764880657196045
782,1.2622928619384766
783,1.2788541316986084
784,1.3313961029052734
785,1.397640347480774
786,1.4509708881378174
787,1.4895148277282715
788,1.5218483209609985
789,1.5716301202774048
790,1.4609272480010986
791,1.4267207384109497
792,1.4876418113708496
793,1.627030849456787
794,1.815511703491211
795,2.1538307666778564
796,2.279320240020752
797,2.4028382301330566
798,2.53246808052063
799,2.634791851043701
800,2.754958152770996
801,2.8838980197906494
802,2.8287930488586426
803,2.7624502182006836
804,2.677081823348999
805,2.555140972137451
806,2.436650514602661
807,2.2561545372009277
808,2.0758557319641113
809,1.9002885818481445
810,1.7383252382278442
811,1.5997248888015747
812,1.4805442094802856
813,1.3787133693695068
814,1.2914719581604004
815,1.21586275100708
816,1.151195764541626
817,1.0939221382141113
818,1.0241289138793945
819,0.9683339595794678
820,0.9153976440429688
821,0.8657143115997314
822,0.819974422454834
823,0.7765014171600342
824,0.7371690273284912
825,0.700300931930542
826,0.6700375080108643
827,0.6462802886962891
828,0.6249873638153076
829,0.5946254730224609
830,0.5672206878662109
831,0.5375487804412842
832,0.5146787166595459
833,0.4971320629119873
834,0.48204946517944336
835,0.4714031219482422
836,0.4675586223602295
837,0.4662771224975586
838,0.4720931053161621
839,0.49959635734558105
840,0.5429706573486328
841,0.59403395652771
842,0.632972240447998
843,0.6568279266357422
844,0.6712203025817871
845,0.6893587112426758
846,0.7032582759857178
847,0.6973435878753662
848,0.6926116943359375
849,0.7099614143371582
850,0.7407176494598389
851,0.7778816223144531
852,0.8247060775756836
853,0.8866128921508789
854,0.9574904441833496
855,1.0131869316101074
856,1.0228474140167236
857,0.9981043338775635
858,0.9718828201293945
859,0.9608421325683594
860,0.9723756313323975
861,1.005202054977417
862,0.9862751960754395
863,0.9701082706451416
864,0.9497027397155762
865,0.9395492076873779
866,0.9562089443206787
867,1.0128910541534424
868,1.085148572921753
869,1.162827968597412
870,1.2208902835845947
871,1.2501678466796875
872,1.2634758949279785
873,1.2743194103240967
874,1.2352826595306396
875,1.2616028785705566
876,1.3143420219421387
877,1.3617579936981201
878,1.4332269430160522
879,1.4649689197540283
880,1.4940494298934937
881,1.521454095840454
882,1.5553648471832275
883,1.596964716911316
884,1.6392545700073242
885,1.6787842512130737
886,1.701457142829895
887,1.7019500732421875
888,1.6904164552688599
889,1.6640961170196533
890,1.6178631782531738
891,1.5845438241958618
892,1.5206654071807861
893,1.457082748413086
894,1.390345573425293
895,1.3270585536956787
896,1.2766852378845215
897,1.2405073642730713
898,1.1876695156097412
899,1.1676583290100098
900,1.1841206550598145
901,1.2202003002166748
902,1.2642645835876465
903,1.3132576942443848
904,1.3587021827697754
905,1.3788119554519653
906,1.3660953044891357
907,1.3302130699157715
908,1.2774739265441895
909,1.218031644821167
910,1.1448867321014404
911,1.0929362773895264
912,1.0568568706512451
913,1.0236361026763916
914,0.9880495071411133
915,0.9538428783416748
916,0.9224951267242432
917,0.8913445472717285
918,0.85841965675354
919,0.8267762660980225
920,0.8077507019042969
921,0.805779218673706
922,0.8028218746185303
923,0.8130738735198975
924,0.8393940925598145
925,0.8837542533874512
926,0.9457595348358154
927,1.0149612426757812
928,1.0676016807556152
929,1.1003296375274658
930,1.112553358078003
931,1.1076242923736572
932,1.083768606185913
933,1.044830322265625
934,0.9925839900970459
935,0.9425065517425537
936,0.8953864574432373
937,0.845111608505249
938,0.7943441867828369
939,0.7467310428619385
940,0.7013852596282959
941,0.6587996482849121
942,0.6215372085571289
943,0.5900907516479492
944,0.5651507377624512
945,0.5459280014038086
946,0.5289726257324219
947,0.5225651264190674
948,0.5212836265563965
949,0.5158617496490479
950,0.5020608901977539
951,0.48352813720703125
952,0.4666714668273926
953,0.45208191871643066
954,0.4399569034576416
955,0.43088769912719727
956,0.4220156669616699
957,0.4127492904663086
958,0.40584897994995117
959,0.4026944637298584
960,0.40022993087768555
961,0.39599108695983887
962,0.3898792266845703
963,0.381894588470459
964,0.37430405616760254
965,0.368192195892334
966,0.3641505241394043
967,0.3613903522491455
968,0.35912299156188965
969,0.3592216968536377
970,0.3624746799468994
971,0.37006521224975586
972,0.37351536750793457
973,0.37134671211242676
974,0.36809349060058594
975,0.36641788482666016
976,0.3652348518371582
977,0.36493921279907227
978,0.36424899101257324
979,0.36316466331481934
980,0.3619818687438965
981,0.3603060245513916
982,0.3504481315612793
983,0.35015249252319336
984,0.34965944290161133
985,0.3495609760284424
986,0.34995532035827637
987,0.3509409427642822
988,0.3522226810455322
989,0.35310983657836914
990,0.35399699211120605
991,0.35458850860595703
992,0.3553769588470459
993,0.3573486804962158
994,0.3581371307373047
995,0.3652348518371582
996,0.37479686737060547
997,0.3870205879211426
998,0.4057502746582031
999,0.4300990104675293
1000,0.447843074798584
1001,0.4549405574798584
1002,0.4578979015350342
1003,0.4631226062774658
1004,0.47603631019592285
1005,0.500286340713501
1006,0.5213820934295654
1007,0.5475051403045654
1008,0.579641580581665
1009,0.620058536529541
1010,0.6703331470489502
1011,0.7329301834106445
1012,0.7863593101501465
1013,0.806469202041626
1014,0.8113980293273926
1015,0.819284200668335
1016,0.8415627479553223
1017,0.8661086559295654
1018,0.85910964012146
1019,0.8372254371643066
1020,0.8131723403930664
1021,0.792963981628418
1022,0.7749242782592773
1023,0.7599403858184814
1024,0.7553071975708008
1025,0.7628977298736572
1026,0.7891194820404053
1027,0.832888126373291
1028,0.8803038597106934
1029,0.9134261608123779
1030,0.9333388805389404
1031,0.9507870674133301
1032,0.952167272567749
1033,0.9395492076873779
1034,0.925748348236084
1035,1.179290533065796
1036,1.1451826095581055
1037,1.112553358078003
1038,1.0871202945709229
1039,1.0690803527832031
1040,1.058138370513916
1041,1.0510406494140625
1042,1.058729887008667
1043,1.0656301975250244
1044,1.070756196975708
1045,1.0659260749816895
1046,1.2376484870910645
1047,1.1971330642700195
1048,1.163222312927246
1049,1.1401550769805908
1050,1.1319730281829834
1051,1.1319730281829834
1052,1.1291143894195557
1053,1.124185562133789
1054,1.1220166683197021
1055,1.124776840209961
1056,1.1312830448150635
1057,1.1310858726501465
1058,1.1184680461883545
1059,1.1027941703796387
1060,1.0917532444000244
1061,1.08465576171875
1062,1.0803182125091553
1063,1.0778539180755615
1064,1.0816984176635742
1065,1.0934290885925293
1066,1.0914576053619385
1067,1.1014139652252197
1068,1.1189608573913574
1069,1.1528716087341309
1070,1.1730799674987793
1071,1.189345359802246
1072,1.205610752105713
1073,1.2273964881896973
1074,1.2550969123840332
1075,1.2762911319732666
1076,1.2820086479187012
1077,1.2809240818023682
1078,1.310004711151123
1079,1.322326898574829
1080,1.2873318195343018
1081,1.2325224876403809
1082,1.1878666877746582
1083,1.1482384204864502
1084,1.1091029644012451
1085,1.0733191967010498
1086,1.0504491329193115
1087,1.045520305633545
1088,1.0568568706512451
1089,1.0785439014434814
1090,1.0799241065979004
1091,1.083275556564331
1092,1.085740089416504
1093,1.098358154296875
1094,1.1174821853637695
1095,1.1322689056396484
1096,1.123791217803955
1097,1.112257480621338
1098,1.1034841537475586
1099,1.0956964492797852
1100,1.0892889499664307
1101,1.0875144004821777
1102,1.0935277938842773
1103,1.08534574508667
1104,1.0764737129211426
1105,1.0687847137451172
1106,1.0591239929199219
1107,1.1888525485992432
1108,1.138676404953003
1109,1.0942177772521973
1110,1.0553781986236572
1111,1.029649257659912
1112,1.0136797428131104
1113,1.0007660388946533
1114,1.0110180377960205
1115,1.0158483982086182
1116,1.0135810375213623
1117,1.0067791938781738
1118,1.0616872310638428
1119,1.0225517749786377
1120,0.9875566959381104
1121,0.9585747718811035
1122,0.9363946914672852
1123,0.92535400390625
1124,0.9266355037689209
1125,0.9331417083740234
1126,0.9296913146972656
1127,0.9288041591644287
1128,0.9343245029449463
1129,0.9410278797149658
1130,0.9551246166229248
1131,0.9698126316070557
1132,0.9677424430847168
1133,0.9458582401275635
1134,0.9152004718780518
1135,0.8897674083709717
1136,0.8696575164794922
1137,0.8522093296051025
1138,0.8415627479553223
1139,0.8274662494659424
1140,0.8162283897399902
1141,0.8074548244476318
1142,0.8016388416290283
1143,0.7998645305633545
1144,0.805483341217041
1145,0.8204672336578369
1146,0.8390984535217285
1147,0.858715295791626
1148,0.8897674083709717
1149,0.9436895847320557
1150,1.004117727279663
1151,1.0695734024047852
1152,1.1047656536102295
1153,1.1033854484558105
1154,1.071643590927124
1155,1.0303394794464111
1156,0.9944570064544678
1157,0.9698126316070557
1158,0.951575756072998
1159,0.9321558475494385
1160,0.9050469398498535
1161,0.8860213756561279
1162,0.8459987640380859
1163,0.8158340454101562
1164,0.805976152420044
1165,0.8033146858215332
1166,0.8033146858215332
1167,0.8028218746185303
1168,0.8106093406677246
1169,0.8350567817687988
1170,0.8543779850006104
1171,0.8503363132476807
1172,0.8384084701538086
1173,0.8255932331085205
1174,0.8003573417663574
1175,0.7981886863708496
1176,0.8018360137939453
1177,0.8028218746185303
1178,0.8027231693267822
1179,0.8011460304260254
1180,0.8042018413543701
1181,0.8123838901519775
1182,0.818889856338501
1183,0.8298320770263672
1184,0.8463931083679199
1185,0.8550679683685303
1186,0.7910909652709961
1187,0.7384505271911621
1188,0.6955690383911133
1189,0.6616582870483398
1190,0.6361267566680908
1191,0.6141438484191895
1192,0.5960054397583008
1193,0.5840775966644287
1194,0.5789515972137451
1195,0.580035924911499
1196,0.5882179737091064
1197,0.6035959720611572
1198,0.6191713809967041
1199,0.6489417552947998
1200,0.6853170394897461
1201,0.7241566181182861
1202,0.8146510124206543
1203,0.8780367374420166
1204,0.938563346862793
1205,0.9950485229492188
1206,1.046013355255127
1207,1.0882046222686768
1208,1.12349534034729
1209,1.150407075881958
1210,1.1572089195251465
1211,1.1522800922393799
1212,1.1411409378051758
1213,1.1356205940246582
1214,1.1732771396636963
1215,1.191316843032837
1216,1.2419860363006592
1217,1.3571248054504395
1218,1.4800513982772827
1219,1.5777419805526733
1220,1.6761226654052734
1221,1.7969790697097778
1222,1.8886563777923584
1223,1.97422194480896
1224,1.975207805633545
1225,1.9497746229171753
1226,1.9299604892730713
1227,1.9188212156295776
1228,1.9084705114364624
1229,1.8668707609176636
1230,1.8056539297103882
1231,1.7493659257888794
1232,1.6982040405273438
1233,1.643493413925171
1234,1.596176028251648
1235,1.5447183847427368
1236,1.4726580381393433
1237,1.4199188947677612
1238,1.416172981262207
1239,1.3948801755905151
1240,1.3465769290924072
1241,1.283684253692627
1242,1.2159614562988281
1243,1.1552374362945557
1244,1.097470760345459
1245,1.0488719940185547
1246,1.017819881439209
1247,1.0114123821258545
1248,1.0210731029510498
1249,1.0695734024047852
1250,1.1466612815856934
1251,1.2015690803527832
1252,1.204723596572876
1253,1.1869795322418213
1254,1.164700984954834
1255,1.1276357173919678
1256,1.0892889499664307
1257,1.0591239929199219
1258,1.018510103225708
1259,0.9948513507843018
1260,0.992682695388794
1261,0.9906125068664551
1262,1.0517308712005615
1263,1.1172850131988525
1264,1.1874723434448242
