,Feb
417,1.5875011682510376
418,1.5762633085250854
419,1.5597022771835327
420,1.5179052352905273
421,1.4546183347702026
422,1.4664475917816162
423,1.4029635190963745
424,1.36244797706604
425,1.3409581184387207
426,1.3166093826293945
427,1.283191442489624
428,1.2494778633117676
429,1.2219746112823486
430,1.1812620162963867
431,1.1596734523773193
432,1.1528716087341309
433,1.151491403579712
434,1.1484355926513672
435,1.1301987171173096
436,1.0999352931976318
437,1.0746006965637207
438,1.0607998371124268
439,1.0697705745697021
440,1.1273398399353027
441,1.2403101921081543
442,1.257758378982544
443,1.2740237712860107
444,1.283290147781372
445,1.2651517391204834
446,1.2555897235870361
447,1.2782626152038574
448,1.349238634109497
449,1.5033156871795654
450,1.669123649597168
451,1.7577450275421143
452,1.77341890335083
453,1.7643498182296753
454,1.7224541902542114
455,1.7062875032424927
456,1.720581293106079
457,1.7181167602539062
458,1.6777985095977783
459,1.6095826625823975
460,1.5416624546051025
461,1.483994483947754
462,1.462898850440979
463,1.5024285316467285
464,1.623087763786316
465,1.8386775255203247
466,2.0214407444000244
467,2.262956380844116
468,2.582545757293701
469,2.9248077869415283
470,3.2017128467559814
471,3.4140496253967285
472,3.590405225753784
473,3.726442575454712
474,3.847496271133423
475,3.978111743927002
476,4.119965553283691
477,4.260142803192139
478,4.154664516448975
479,4.13958215713501
480,4.174182891845703
481,4.223964691162109
482,4.29415225982666
483,4.6096014976501465
484,4.589885711669922
485,4.560214042663574
486,4.538230895996094
487,4.526894569396973
488,4.526105880737305
489,4.51171350479126
490,4.257678508758545
491,4.116219520568848
492,4.038539886474609
493,3.9840264320373535
494,4.202672004699707
495,4.072943687438965
496,3.9432153701782227
497,3.8294565677642822
498,3.7289071083068848
499,3.6392998695373535
500,3.565760850906372
501,3.500797986984253
502,3.3370602130889893
503,3.232666492462158
504,3.1610989570617676
505,3.100374937057495
506,3.0549306869506836
507,2.9733080863952637
508,2.8819265365600586
509,2.7896575927734375
510,2.704782247543335
511,2.634003162384033
512,2.5745608806610107
513,2.520737409591675
514,2.399486541748047
515,2.3096823692321777
516,2.227764129638672
517,2.1424942016601562
518,2.06589937210083
519,1.981713891029358
520,1.90728759765625
521,1.846760869026184
522,1.7898814678192139
523,1.7458171844482422
524,1.714173674583435
525,1.6915007829666138
526,1.6522668600082397
527,1.6354100704193115
528,1.636001467704773
529,1.635804295539856
530,1.6182575225830078
531,1.587599754333496
532,1.5501402616500854
533,1.5058788061141968
534,1.468517780303955
535,1.4509708881378174
536,1.4569841623306274
537,1.4968096017837524
538,1.5266786813735962
539,1.5839524269104004
540,1.6453664302825928
541,1.6986969709396362
542,1.727087378501892
543,1.7381280660629272
544,1.740691065788269
545,1.733987808227539
546,1.7238342761993408
547,1.7330020666122437
548,1.7775592803955078
549,1.848633885383606
550,1.9759963750839233
551,2.197402000427246
552,2.5000360012054443
553,2.771125078201294
554,2.9230334758758545
555,2.9922351837158203
556,2.967196226119995
557,2.94136905670166
558,2.912781238555908
559,2.9089367389678955
560,2.9332854747772217
561,2.9913477897644043
562,2.9648303985595703
563,2.970449447631836
564,2.9876019954681396
565,2.994108200073242
566,3.0960376262664795
567,3.0567049980163574
568,3.0028815269470215
569,2.9463963508605957
570,2.87847638130188
571,2.7924177646636963
572,2.7089223861694336
573,2.635679244995117
574,2.5796868801116943
575,2.555535316467285
576,2.556126832962036
577,2.56923770904541
578,2.597430944442749
579,2.569434881210327
580,2.51837158203125
581,2.4613935947418213
582,2.4050068855285645
583,2.3504934310913086
584,2.29282546043396
585,2.2210607528686523
586,2.133326530456543
587,2.038100242614746
588,1.947704553604126
589,1.8630261421203613
590,1.8455779552459717
591,1.7568578720092773
592,1.6774041652679443
593,1.6058366298675537
594,1.5383108854293823
595,1.4711793661117554
596,1.408483862876892
597,1.350520133972168
598,1.2918663024902344
599,1.2374513149261475
600,1.1869795322418213
601,1.137690544128418
602,1.0898804664611816
603,1.044928789138794
604,1.003821849822998
605,0.9678411483764648
606,0.9366903305053711
607,0.9096801280975342
608,0.8844442367553711
609,0.8648271560668945
610,0.8435344696044922
611,0.8302264213562012
612,0.8217487335205078
613,0.819284200668335
614,0.8224387168884277
615,0.8285505771636963
616,0.8261847496032715
617,0.8077507019042969
618,0.7805430889129639
619,0.7555043697357178
620,0.7358875274658203
621,0.7163689136505127
622,0.6888659000396729
623,0.6613626480102539
624,0.6354365348815918
625,0.6126651763916016
626,0.5920624732971191
627,0.580233097076416
628,0.580725908279419
629,0.5883164405822754
630,0.6189742088317871
631,0.7107501029968262
632,0.899329423904419
633,1.1385776996612549
634,1.28476881980896
635,1.338592290878296
636,1.3147363662719727
637,1.2455346584320068
638,1.2064979076385498
639,1.1661796569824219
640,1.1714041233062744
641,1.2236504554748535
642,1.2814171314239502
643,1.3325788974761963
644,1.3842337131500244
645,1.424552083015442
646,1.3891626596450806
647,1.3713200092315674
648,1.3813749551773071
649,1.4206089973449707
650,1.449787974357605
651,1.4676306247711182
652,1.4496893882751465
653,1.4438732862472534
654,1.4651660919189453
655,1.5586179494857788
656,1.8306926488876343
657,2.2998244762420654
658,2.6161606311798096
659,2.8324403762817383
660,2.983165979385376
661,3.1208791732788086
662,3.5699996948242188
663,3.687110185623169
664,3.7717885971069336
665,3.831329345703125
666,3.874605178833008
667,3.886631488800049
668,3.860902786254883
669,3.7976157665252686
670,3.6677889823913574
671,3.540919303894043
672,0.4251701831817627
673,0.48283815383911133
674,0.5182275772094727
675,0.5454351902008057
676,0.5672206878662109
677,0.581021785736084
678,0.5885136127471924
679,0.5874292850494385
680,0.58062744140625
681,0.567122220993042
682,0.5507583618164062
683,0.5433650016784668
684,0.5460264682769775
685,0.580430269241333
686,0.6645171642303467
687,0.8421542644500732
688,1.0483791828155518
689,1.2067937850952148
690,1.3752632141113281
691,1.5317060947418213
692,1.6326497793197632
693,1.695443868637085
694,1.6997812986373901
695,1.695838212966919
696,1.7105263471603394
697,1.7521260976791382
698,1.695148229598999
699,1.62348210811615
700,1.6794743537902832
701,1.822214961051941
702,1.9486902952194214
703,2.0855164527893066
704,2.2751801013946533
705,2.493825674057007
706,2.650367259979248
707,2.742734670639038
708,2.7664918899536133
709,2.7367215156555176
710,2.674814462661743
711,2.626905679702759
712,2.6435654163360596
713,2.743326187133789
714,2.865168333053589
715,2.9931223392486572
716,3.1651406288146973
717,3.277617931365967
718,3.2556350231170654
719,3.236806631088257
720,3.1330041885375977
721,3.0161895751953125
722,2.91731595993042
723,2.95615553855896
724,2.9490580558776855
725,2.9777441024780273
726,3.0185554027557373
727,3.059957981109619
728,3.11811900138855
729,3.211275100708008
730,3.2693374156951904
731,3.4301178455352783
732,3.648566246032715
733,3.846017599105835
734,4.157720565795898
735,4.138695240020752
736,4.042877197265625
737,3.885448694229126
738,3.6816883087158203
739,3.4560437202453613
740,3.232863426208496
741,3.0273287296295166
742,2.8467342853546143
743,2.691178321838379
744,2.5541553497314453
745,2.4347774982452393
746,2.333538055419922
747,2.2499442100524902
748,2.1836998462677
749,2.133227825164795
750,2.094486951828003
751,2.0587031841278076
752,2.0215392112731934
753,1.9972891807556152
754,2.015230178833008
755,2.0893607139587402
756,2.187938690185547
757,2.264927864074707
758,2.3637027740478516
759,2.3783910274505615
760,2.3901216983795166
761,2.396135091781616
762,2.386375904083252
763,2.356309413909912
764,2.3284120559692383
765,2.3093864917755127
766,2.321215867996216
767,2.318356990814209
768,2.291839599609375
769,2.2556614875793457
770,2.2066683769226074
771,2.157970905303955
772,2.1017818450927734
773,2.038297653198242
774,1.9601253271102905
775,1.8679550886154175
776,1.7775592803955078
777,1.706878900527954
778,1.6014991998672485
779,1.5257915258407593
780,1.4675320386886597
781,1.42869234085083
782,1.4059208631515503
783,1.389556884765625
784,1.375361680984497
785,1.362152338027954
786,1.349534273147583
787,1.3352406024932861
788,1.3155250549316406
789,1.2877261638641357
790,1.25667405128479
791,1.2230589389801025
792,1.189345359802246
793,1.1574060916900635
794,1.1281285285949707
795,1.1182708740234375
796,1.0886974334716797
797,1.0623772144317627
798,1.043745994567871
799,1.0396056175231934
800,1.056758165359497
801,1.0813040733337402
802,1.0792338848114014
803,1.0651373863220215
804,1.0429573059082031
805,1.0339868068695068
806,1.0962879657745361
807,1.1084129810333252
808,1.1303958892822266
809,1.1604621410369873
810,1.1951615810394287
811,1.2372541427612305
812,1.2864444255828857
813,1.3404650688171387
814,1.3837409019470215
815,1.442296028137207
816,1.495429515838623
817,1.5248056650161743
818,1.514652132987976
819,1.443479061126709
820,1.349928617477417
821,1.255688190460205
822,1.1668696403503418
823,1.0891902446746826
824,1.0273821353912354
825,0.978093147277832
826,0.9190449714660645
827,0.872023344039917
828,0.8377182483673096
829,0.8281562328338623
830,0.9111588001251221
831,0.9246640205383301
832,0.9468438625335693
833,0.964982271194458
834,0.9712913036346436
835,0.9804589748382568
836,1.0017518997192383
837,1.0248191356658936
838,1.0095393657684326
839,0.9944570064544678
840,0.9695167541503906
841,0.9355075359344482
842,0.8933162689208984
843,0.8476746082305908
844,0.8013432025909424
845,0.7559974193572998
846,0.7109472751617432
847,0.6671786308288574
848,0.6256773471832275
849,0.5892035961151123
850,0.5595316886901855
851,0.5380418300628662
852,0.5258181095123291
853,0.5264096260070801
854,0.541196346282959
855,0.5744168758392334
856,0.6177911758422852
857,0.6669814586639404
858,0.7212979793548584
859,0.7775857448577881
860,0.832592248916626
861,0.884937047958374
862,0.9413235187530518
863,0.991499662399292
864,1.0398027896881104
865,1.083571434020996
866,1.1027941703796387
867,1.1070330142974854
868,1.123396873474121
869,1.152181625366211
870,1.1948657035827637
871,1.257758378982544
872,1.3384935855865479
873,1.4188345670700073
874,1.468123435974121
875,1.490204930305481
876,1.4838958978652954
877,1.470686435699463
878,1.4409159421920776
879,1.4070051908493042
880,1.3887683153152466
881,1.374967336654663
882,1.3702356815338135
883,1.3714187145233154
884,1.3519001007080078
885,1.3311002254486084
886,1.2990624904632568
887,1.2631802558898926
888,1.2361698150634766
889,1.2236504554748535
890,1.256181240081787
891,1.2737278938293457
892,1.3075401782989502
893,1.3529846668243408
894,1.4042450189590454
895,1.4515624046325684
896,1.4895148277282715
897,1.5172152519226074
898,1.5340720415115356
899,1.5424511432647705
900,1.5451127290725708
901,1.5512245893478394
902,1.660744547843933
903,1.6906136274337769
904,1.6894307136535645
905,1.6461549997329712
906,1.5824737548828125
907,1.5127792358398438
908,1.462504506111145
909,1.450182318687439
910,1.4433804750442505
911,1.4413102865219116
912,1.4248478412628174
913,1.3956687450408936
914,1.3716158866882324
915,1.3425352573394775
916,1.3208482265472412
917,1.3140463829040527
918,1.3173980712890625
919,1.3321845531463623
920,1.3555476665496826
921,1.4042450189590454
922,1.4405217170715332
923,1.5239185094833374
924,1.6637018918991089
925,1.9063018560409546
926,2.1516618728637695
927,2.2474796772003174
928,2.2491555213928223
929,2.256253242492676
930,2.2889809608459473
931,2.318455696105957
932,2.3389599323272705
933,2.3555209636688232
934,2.3122453689575195
935,2.3265390396118164
936,2.3752365112304688
937,2.4215681552886963
938,2.4469027519226074
939,2.4575490951538086
940,2.507133722305298
941,2.5765323638916016
942,2.6680126190185547
943,2.756042718887329
944,2.8265256881713867
945,2.8968117237091064
946,2.8996706008911133
947,2.9074580669403076
948,2.8976004123687744
949,2.902824878692627
950,2.9380173683166504
951,2.9238221645355225
952,2.8987832069396973
953,2.877786159515381
954,2.8540289402008057
955,2.823962688446045
956,2.78078556060791
957,2.717695951461792
958,2.6478042602539062
959,2.583334445953369
960,2.4886996746063232
961,2.3782925605773926
962,2.2681808471679688
963,2.3827285766601562
964,2.3103723526000977
965,2.2596049308776855
966,2.2234268188476562
967,2.1966135501861572
968,2.172954797744751
969,2.148310422897339
970,2.120314121246338
971,2.0893607139587402
972,2.056041717529297
973,2.026763916015625
974,2.174236297607422
975,2.1832070350646973
976,2.197500705718994
977,2.2029223442077637
978,2.2022323608398438
979,2.200162410736084
980,2.1904029846191406
981,2.170588970184326
982,2.1143996715545654
983,2.027651309967041
984,1.9148781299591064
985,1.802795171737671
986,1.6987955570220947
987,1.6048508882522583
988,1.5203696489334106
989,1.444169044494629
990,1.375953197479248
991,1.3149335384368896
992,1.2600257396697998
993,1.2113282680511475
994,1.1710100173950195
995,1.1302971839904785
996,1.0914576053619385
997,1.057349681854248
998,1.0252132415771484
999,0.991302490234375
1000,0.9567017555236816
1001,0.9229881763458252
1002,0.8902602195739746
1003,0.8599967956542969
1004,0.8314094543457031
1005,0.806666374206543
1006,0.7897109985351562
1007,0.7742342948913574
1008,0.7627992630004883
1009,0.7567858695983887
1010,0.7479138374328613
1011,0.7318458557128906
1012,0.7075955867767334
1013,0.6790080070495605
1014,0.6568279266357422
1015,0.6571238040924072
1016,0.6819653511047363
1017,0.7218894958496094
1018,0.8179042339324951
1019,0.9044554233551025
1020,0.9362962245941162
1021,0.9291985034942627
