,Oct
521,1.5858253240585327
522,1.51504647731781
523,1.4513652324676514
524,1.395372986793518
525,1.3478584289550781
526,1.2978794574737549
527,1.2523365020751953
528,1.2073850631713867
529,1.1692354679107666
530,1.139465093612671
531,1.1203408241271973
532,1.111665964126587
533,1.1037797927856445
534,1.096977949142456
535,1.0896832942962646
536,1.0803182125091553
537,1.072136402130127
538,1.1002309322357178
539,1.1359162330627441
540,1.1579976081848145
541,1.1604621410369873
542,1.1586875915527344
543,1.151392936706543
544,1.1413381099700928
545,1.1278328895568848
546,1.1165950298309326
547,1.1036813259124756
548,1.0824871063232422
549,1.0603070259094238
550,1.0349724292755127
551,1.0106236934661865
552,0.9855849742889404
553,0.9585747718811035
554,0.9321558475494385
555,0.9509842395782471
556,0.911651611328125
557,0.8753750324249268
558,0.8439288139343262
559,0.818199872970581
560,0.7960197925567627
561,0.7747271060943604
562,0.7548143863677979
563,0.7370703220367432
564,0.7164676189422607
565,0.6961605548858643
566,0.6843311786651611
567,0.6654043197631836
568,0.6472659111022949
569,0.6310007572174072
570,0.6160168647766113
571,0.6032016277313232
572,0.5918653011322021
573,0.5785572528839111
574,0.5619962215423584
575,0.5508568286895752
576,0.5423791408538818
577,0.5330142974853516
578,0.5241422653198242
579,0.5146787166595459
580,0.5055110454559326
581,0.49939918518066406
582,0.4928932189941406
583,0.4885556697845459
584,0.4891471862792969
585,0.4940760135650635
586,0.5244379043579102
587,0.553124189376831
588,0.5745155811309814
589,0.5922596454620361
590,0.5927524566650391
591,0.5781629085540771
592,0.5595316886901855
593,0.54050612449646
594,0.5254237651824951
595,0.5185234546661377
596,0.5181291103363037
597,0.5198049545288086
598,0.541393518447876
599,0.5828945636749268
600,0.6476602554321289
601,0.6945834159851074
602,0.699315071105957
603,0.6837396621704102
604,0.6698403358459473
605,0.6672773361206055
606,0.673389196395874
607,0.686795711517334
608,0.7072012424468994
609,0.7348029613494873
610,0.7589547634124756
611,0.7953298091888428
612,0.8347609043121338
613,0.8701503276824951
614,0.9023854732513428
615,0.9326486587524414
616,0.9582788944244385
617,0.9776003360748291
618,0.9904153347015381
619,0.9965271949768066
620,0.9971187114715576
621,0.992682695388794
622,0.9838106632232666
623,0.9706997871398926
624,0.9556174278259277
625,0.9440836906433105
626,0.9349160194396973
627,0.9352118968963623
628,0.9558145999908447
629,1.005497694015503
630,1.0638558864593506
631,1.0736150741577148
632,1.0399999618530273
633,0.9950485229492188
634,0.926142692565918
635,0.8690659999847412
636,0.8284521102905273
637,0.8074548244476318
638,0.8410699367523193
639,0.847083330154419
640,0.8662073612213135
641,0.8917388916015625
642,0.9101729393005371
643,0.9148061275482178
644,0.9069199562072754
645,0.8882887363433838
646,0.8497447967529297
647,0.8043005466461182
648,0.7508711814880371
649,0.6985263824462891
650,0.6760506629943848
651,0.632972240447998
652,0.5963013172149658
653,0.5646576881408691
654,0.540802001953125
655,0.5208892822265625
656,0.5038352012634277
657,0.4887528419494629
658,0.4675586223602295
659,0.4547433853149414
660,0.4467587471008301
661,0.4506032466888428
662,0.4585881233215332
663,0.47307896614074707
664,0.5072855949401855
665,0.5615031719207764
666,0.6258745193481445
667,0.6719105243682861
668,0.6826553344726562
669,0.659982442855835
670,0.6290290355682373
671,0.6026101112365723
672,0.5835847854614258
673,0.5737268924713135
674,0.5743184089660645
675,0.5877249240875244
676,0.6078348159790039
677,0.6244945526123047
678,0.6402668952941895
679,0.6573209762573242
680,0.6702346801757812
681,0.6765434741973877
682,0.6664886474609375
683,0.6579124927520752
684,0.6518006324768066
685,0.645392894744873
686,0.6353380680084229
687,0.6224243640899658
688,0.606356143951416
689,0.5881192684173584
690,0.5710654258728027
691,0.566530704498291
692,0.5664322376251221
693,0.553617000579834
694,0.5324227809906006
695,0.5190162658691406
696,0.5223679542541504
697,0.5383374691009521
698,0.5587430000305176
699,0.567319393157959
700,0.5525326728820801
701,0.5231564044952393
702,0.49082303047180176
703,0.460460901260376
704,0.434633731842041
705,0.42250847816467285
706,0.4262545108795166
707,0.4434070587158203
708,0.4369008541107178
709,0.43660521507263184
710,0.447843074798584
711,0.4752476215362549
712,0.5564758777618408
713,0.6398725509643555
714,0.6855142116546631
715,0.7106513977050781
716,0.7186362743377686
717,0.7088770866394043
718,0.6901473999023438
719,0.6632356643676758
720,0.6391825675964355
721,0.6207485198974609
722,0.6076376438140869
723,0.6174955368041992
724,0.6423370838165283
725,0.6760506629943848
726,0.7238609790802002
727,0.7831063270568848
728,0.8423514366149902
729,0.8995265960693359
730,0.9397463798522949
731,0.9876551628112793
732,1.0669116973876953
733,1.1945700645446777
734,1.3917256593704224
735,1.4456477165222168
736,1.522341251373291
737,1.5984433889389038
738,1.587205410003662
739,1.483797311782837
740,1.417454481124878
741,1.4094696044921875
742,1.4143985509872437
743,1.4247492551803589
744,1.5140607357025146
745,1.5072588920593262
746,1.468517780303955
747,1.4150886535644531
748,1.3544633388519287
749,1.2908804416656494
750,1.231832504272461
751,1.178206205368042
752,1.1286213397979736
753,1.0824871063232422
754,1.0376341342926025
755,0.9973158836364746
756,0.9602506160736084
757,0.9272270202636719
758,0.8977522850036621
759,0.872122049331665
760,0.8506319522857666
761,0.8418586254119873
762,0.858912467956543
763,0.9158904552459717
764,1.00431489944458
765,1.0934290885925293
766,1.1179749965667725
767,1.1572089195251465
768,1.1952600479125977
769,1.2347898483276367
770,1.2461261749267578
771,1.2419860363006592
772,1.244154691696167
773,1.2506608963012695
774,1.2365641593933105
775,1.2640674114227295
776,1.4482107162475586
777,1.608399748802185
778,1.4647718667984009
779,1.322228193283081
780,1.230945348739624
781,1.163813829421997
782,1.1009211540222168
783,1.058434009552002
784,1.058335542678833
785,1.096879482269287
786,1.177614688873291
787,1.3036956787109375
788,1.4512666463851929
789,1.5923315286636353
790,1.6914021968841553
791,1.7667156457901
792,1.7939231395721436
793,1.8016122579574585
794,1.8077239990234375
795,2.064617872238159
796,2.0068511962890625
797,1.9465216398239136
798,1.8927967548370361
799,1.8577029705047607
800,1.834241509437561
801,1.8168917894363403
802,1.7856426239013672
803,1.7706587314605713
804,1.7581393718719482
805,1.74798583984375
806,1.734184980392456
807,1.7130893468856812
808,1.6839102506637573
809,1.6521682739257812
810,1.6206233501434326
811,1.5912472009658813
812,1.5658140182495117
813,1.5468871593475342
814,1.5129764080047607
815,1.4851773977279663
816,1.4614201784133911
817,1.4350013732910156
818,1.4063152074813843
819,1.3804877996444702
820,1.3552517890930176
821,1.3283400535583496
822,1.3051743507385254
823,1.2869374752044678
824,1.270277738571167
825,1.2547025680541992
826,1.2285792827606201
827,1.2069907188415527
828,1.1854023933410645
829,1.163715124130249
830,1.1425209045410156
831,1.1198480129241943
832,1.0956964492797852
833,1.072136402130127
834,1.0487735271453857
835,1.0261991024017334
836,1.006187915802002
837,0.9874579906463623
838,0.9762201309204102
839,0.9632079601287842
840,0.9476325511932373
841,0.9271283149719238
842,0.9035682678222656
843,0.8775436878204346
844,0.8511250019073486
845,0.8253960609436035
846,0.8008501529693604
847,0.7768957614898682
848,0.7536313533782959
849,0.7312543392181396
850,0.7044410705566406
851,0.6833455562591553
852,0.6627426147460938
853,0.6425342559814453
854,0.6231143474578857
855,0.6040887832641602
856,0.5856547355651855
857,0.567713737487793
858,0.5504624843597412
859,0.5349857807159424
860,0.5199034214019775
861,0.5046238899230957
862,0.4825425148010254
863,0.46913576126098633
864,0.45671510696411133
865,0.44301271438598633
866,0.4313805103302002
867,0.42339587211608887
868,0.4202413558959961
869,0.4183683395385742
870,0.4230015277862549
871,0.4529690742492676
872,0.4932873249053955
873,0.5128059387207031
874,0.5380418300628662
875,0.5717554092407227
876,0.5851619243621826
877,0.5710654258728027
878,0.5458292961120605
879,0.5240437984466553
880,0.5075812339782715
881,0.4951603412628174
882,0.4840211868286133
883,0.47475481033325195
884,0.46815013885498047
885,0.46982598304748535
886,0.4684457778930664
887,0.4594752788543701
888,0.4425199031829834
889,0.42378997802734375
890,0.4016101360321045
891,0.37943005561828613
892,0.35872864723205566
893,0.3423647880554199
894,0.3270852565765381
895,0.315157413482666
896,0.3097355365753174
897,0.3112142086029053
898,0.31091856956481934
899,0.31417155265808105
900,0.3249166011810303
901,0.34177327156066895
902,0.3752896785736084
903,0.4191570281982422
904,0.4564192295074463
905,0.4902315139770508
906,0.5296626091003418
907,0.5737268924713135
908,0.6191713809967041
909,0.6572222709655762
910,0.753730058670044
911,0.8003573417663574
912,0.8073563575744629
913,0.7833032608032227
914,0.7481110095977783
915,0.7198193073272705
916,0.700300931930542
917,0.6779236793518066
918,0.6486461162567139
919,0.6173968315124512
920,0.5839791297912598
921,0.554208517074585
922,0.526508092880249
923,0.5035395622253418
924,0.4863870143890381
925,0.4829368591308594
926,0.49506187438964844
927,0.5108342170715332
928,0.5224664211273193
929,0.5392246246337891
930,0.5653479099273682
931,0.6012301445007324
932,0.645787239074707
933,0.7063140869140625
934,0.7539272308349609
935,0.8127782344818115
936,0.8792195320129395
937,0.9480268955230713
938,1.0117082595825195
939,1.0667145252227783
940,1.112356185913086
941,1.1547446250915527
942,1.1959500312805176
943,1.2415916919708252
944,1.2872331142425537
945,1.3201582431793213
946,1.3082301616668701
947,1.3020198345184326
948,1.3136520385742188
949,1.3403666019439697
950,1.4362828731536865
951,1.4311567544937134
952,1.4137084484100342
953,1.3845294713974
954,1.3413524627685547
955,1.282501459121704
956,1.2101452350616455
957,1.1447882652282715
958,1.1013154983520508
959,1.0529136657714844
960,0.9972171783447266
961,0.9442808628082275
962,0.8914432525634766
963,0.8418586254119873
964,0.7970056533813477
965,0.7568845748901367
966,0.7249453067779541
967,0.7079899311065674
968,0.7122287750244141
969,0.7291841506958008
970,0.7112429141998291
971,0.7088770866394043
972,0.7380561828613281
973,0.7821204662322998
974,0.8270719051361084
975,0.8935134410858154
976,1.0028362274169922
977,1.152181625366211
978,1.3168065547943115
979,1.4836987257003784
980,1.6148072481155396
981,1.6871633529663086
982,1.7298475503921509
983,1.7615896463394165
984,1.7721374034881592
985,1.789289951324463
986,1.8457751274108887
987,1.900781512260437
988,1.8828403949737549
989,1.7759820222854614
990,1.6310726404190063
991,1.4848816394805908
992,1.3465769290924072
993,1.2202003002166748
994,1.1083145141601562
995,1.016932725906372
996,0.9398448467254639
997,0.872319221496582
998,0.8151440620422363
999,0.7725584506988525
1000,0.7468295097351074
1001,0.7436749935150146
1002,0.7779800891876221
1003,0.8736991882324219
1004,1.0252132415771484
1005,1.1606593132019043
1006,1.2768824100494385
1007,1.4010905027389526
1008,1.5086389780044556
1009,1.5804035663604736
1010,1.6204261779785156
1011,1.641423225402832
1012,1.6471407413482666
1013,1.6502952575683594
1014,1.6504924297332764
1015,1.6402403116226196
1016,1.6138215065002441
1017,1.5795164108276367
1018,1.5059773921966553
1019,1.4423946142196655
1020,1.3857123851776123
1021,1.3330719470977783
1022,1.2772767543792725
1023,1.217538595199585
1024,1.1487312316894531
1025,1.0828814506530762
1026,1.029649257659912
1027,0.9877538681030273
1028,0.9535472393035889
1029,0.9237768650054932
1030,0.9043569564819336
1031,0.885725736618042
1032,0.872220516204834
1033,0.8602926731109619
1034,0.8475761413574219
1035,0.831803560256958
1036,0.8102149963378906
1037,0.7827119827270508
1038,0.7559974193572998
1039,0.7320427894592285
1040,0.7098629474639893
1041,0.6893587112426758
1042,0.6688544750213623
1043,0.6528849601745605
1044,0.6357324123382568
1045,0.620058536529541
1046,0.6114821434020996
1047,0.6002442836761475
1048,0.5877249240875244
1049,0.5821061134338379
1050,0.581021785736084
1051,0.5811202526092529
1052,0.5876264572143555
1053,0.6153268814086914
1054,0.6483502388000488
1055,0.6861057281494141
1056,0.7319443225860596
1057,0.7678265571594238
1058,0.7746284008026123
1059,0.766446590423584
1060,0.7627005577087402
1061,0.7701926231384277
1062,0.806272029876709
1063,0.8734035491943359
1064,0.9611377716064453
1065,1.058828353881836
1066,1.1623351573944092
1067,1.2682075500488281
1068,1.3597865104675293
1069,1.4345084428787231
1070,1.483797311782837
1071,1.509821891784668
1072,1.521454095840454
1073,1.5203696489334106
1074,1.509624719619751
1075,1.495232343673706
1076,1.4757139682769775
1077,1.4553083181381226
1078,1.4266221523284912
1079,1.396161675453186
1080,1.374770164489746
1081,1.3677711486816406
1082,1.3716158866882324
1083,1.3700385093688965
1084,1.3407609462738037
1085,1.284374475479126
1086,1.2113282680511475
1087,1.1412394046783447
1088,1.0813040733337402
1089,1.0337896347045898
1090,0.9976115226745605
1091,0.9740514755249023
1092,0.9670524597167969
1093,1.004610538482666
1094,1.1186652183532715
1095,1.2486891746520996
1096,1.4169615507125854
1097,1.5852339267730713
1098,1.722749948501587
1099,1.8372974395751953
1100,1.907484769821167
1101,1.9311435222625732
1102,1.9127094745635986
1103,1.8774185180664062
1104,1.8335514068603516
1105,1.7952046394348145
1106,1.7641526460647583
1107,1.9569708108901978
1108,1.9213842153549194
1109,1.8965426683425903
1110,1.9187226295471191
1111,1.9795451164245605
1112,2.0711240768432617
1113,2.1679272651672363
1114,2.2571401596069336
1115,2.3512821197509766
1116,2.3810524940490723
1117,2.3272290229797363
1118,2.0468738079071045
1119,1.9785593748092651
1120,1.9086676836013794
1121,1.841536283493042
1122,1.7845582962036133
1123,1.735860824584961
1124,1.6866704225540161
1125,1.6396489143371582
1126,1.640733242034912
1127,1.6268337965011597
1128,1.58198082447052
1129,1.5198768377304077
1130,1.4337197542190552
1131,1.335141897201538
1132,1.2471120357513428
1133,1.17702317237854
1134,1.1137361526489258
1135,1.0485763549804688
1136,0.9874579906463623
1137,0.937676191329956
1138,0.9068214893341064
1139,0.8766565322875977
1140,0.8501391410827637
1141,0.8280577659606934
1142,0.8102149963378906
1143,0.7944426536560059
1144,0.7852749824523926
1145,0.7891194820404053
1146,0.7986814975738525
1147,0.8036103248596191
1148,0.7974984645843506
1149,0.7881336212158203
1150,0.7885279655456543
1151,0.7833032608032227
1152,0.7715725898742676
1153,0.7568845748901367
1154,0.739238977432251
1155,0.7218894958496094
1156,0.7025680541992188
1157,0.6836411952972412
1158,0.6695444583892822
1159,0.6591939926147461
1160,0.6540677547454834
1161,0.6507163047790527
1162,0.645392894744873
1163,0.6435201168060303
1164,0.6395769119262695
1165,0.633662223815918
1166,0.6277475357055664
1167,0.6213400363922119
1168,0.6165096759796143
1169,0.6148338317871094
1170,0.6165096759796143
1171,0.6215372085571289
1172,0.6291277408599854
1173,0.6398725509643555
1174,0.6493360996246338
1175,0.6616582870483398
1176,0.6739804744720459
1177,0.6828525066375732
1178,0.6911330223083496
1179,0.8654186725616455
1180,0.85841965675354
1181,0.8448159694671631
1182,0.8263819217681885
1183,0.804694652557373
1184,0.7820217609405518
1185,0.7587575912475586
1186,0.7314515113830566
1187,0.7092714309692383
1188,0.686598539352417
1189,0.6665871143341064
1190,0.7950341701507568
1191,0.767432451248169
1192,0.7470266819000244
1193,0.7307612895965576
1194,0.7159748077392578
1195,0.6992166042327881
1196,0.6792051792144775
1197,0.6628413200378418
1198,0.6515047550201416
1199,0.660081148147583
1200,0.6799938678741455
1201,0.7037510871887207
1202,0.7155804634094238
1203,0.7095670700073242
1204,0.687584400177002
1205,0.659588098526001
1206,0.6296205520629883
1207,0.6019201278686523
1208,0.5753042697906494
1209,0.5496740341186523
1210,0.527001142501831
1211,0.5104398727416992
1212,0.49269604682922363
1213,0.4714031219482422
1214,0.4506032466888428
1215,0.4357180595397949
1216,0.4253673553466797
1217,0.4187626838684082
1218,0.4169881343841553
1219,0.4226071834564209
1220,0.4264516830444336
1221,0.41955113410949707
1222,0.40003275871276855
1223,0.38268303871154785
1224,0.3661220073699951
1225,0.35163116455078125
1226,0.33940744400024414
1227,0.32974672317504883
1228,0.32333922386169434
1229,0.3188047409057617
1230,0.31220006942749023
1231,0.3089468479156494
1232,0.31052422523498535
1233,0.315157413482666
1234,0.33901309967041016
1235,0.36493921279907227
1236,0.3887948989868164
1237,0.4069333076477051
1238,0.4129464626312256
1239,0.41028499603271484
1240,0.3977656364440918
1241,0.3793315887451172
1242,0.36109447479248047
1243,0.34522366523742676
1244,0.33339428901672363
1245,0.3264937400817871
1246,0.3433506488800049
1247,0.36789655685424805
1248,0.38820338249206543
1249,0.3896820545196533
1250,0.37647271156311035
1251,0.35981297492980957
1252,0.34502649307250977
1253,0.33319711685180664
1254,0.3241279125213623
1255,0.31949472427368164
1256,0.31732606887817383
1257,0.31505870819091797
1258,0.30884838104248047
1259,0.30707383155822754
1260,0.31525588035583496
1261,0.34157609939575195
1262,0.38997793197631836
1263,0.45671510696411133
1264,0.540407657623291
1265,0.6378026008605957
1266,0.7726569175720215
